per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;coho_mat;tasa_ret_1er_anio;tasa_ret_2do_anio;tasa_ret_1er_anio2;tasa_ret_2do_anio3
7;0.23958333333333331;9;1;90;1.0;0.03474903474903468;0.4518905526534329;0,034749035;0,451890553
7;0.24479166666666666;9;1;91;1.0;0.3297358704913378;0.4518905526534329;0,32973587;0,451890553
7;0.2604166666666667;8;1;95;1.0;0.539803707742639;0.4518905526534329;0,539803708;0,451890553
7;0.265625;9;1;96;1.0;0.6650246305418719;0.4518905526534329;0,665024631;0,451890553
7;0.2708333333333333;9;1;97;1.0;0.4285714285714286;0.4518905526534329;0,428571429;0,451890553
7;0.2760416666666667;2;1;98;1.0;0.641972882688151;0.4518905526534329;0,641972883;0,451890553
7;0.28125;3;1;100;1.0;0.5714285714285714;0.4518905526534329;0,571428571;0,451890553
7;0.2864583333333333;8;1;101;1.0;0.6160714285714286;0.4518905526534329;0,616071429;0,451890553
7;0.2916666666666667;9;1;102;1.0;0.47368421052631593;0.4518905526534329;0,473684211;0,451890553
7;0.3020833333333333;4;1;104;1.0;0.4751790265808957;0.4518905526534329;0,475179027;0,451890553
7;0.3072916666666667;9;1;106;1.0;0.4244702665755298;0.4518905526534329;0,424470267;0,451890553
7;0.3177083333333333;9;1;108;1.0;0.37670609645131936;0.4518905526534329;0,376706096;0,451890553
7;0.328125;0;1;110;1.0;0.582879669607659;0.4518905526534329;0,58287967;0,451890553
7;0.3385416666666667;5;1;49;1.0;0.6181876813930989;0.4518905526534329;0,618187681;0,451890553
7;0.34375;8;1;50;1.0;0.8941798941798942;0.4518905526534329;0,894179894;0,451890553
7;0.3489583333333333;1;1;51;1.0;0.767766313035896;0.4518905526534329;0,767766313;0,451890553
