per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;ipbm_1er_anio;ipbm_2do_anio;ipbm_3er_anio;ipbm_4to_anio;ipbm_5to_anio
2023-2024;47;Tecnología;Centro de Formación Técnica;Técnico en Topografía;Septiembre de 2023;884938.6177161264;937529.7028825615;1051036.893036999;1102450.8664277033;1153226.111551376
2023-2024;49;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2023;601695.9758610933;637580.8122316191;680158.7162817211;736796.9898006013;788605.043775819
2023-2024;50;Derecho;Centro de Formación Técnica;Técnico Jurídico;Septiembre de 2023;724372.606585094;773173.6684024332;814153.9276659761;868916.7260466526;952130.5005291317
2023-2024;51;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2023;616654.7699687065;689589.6857641973;729509.6714236229;768029.7562432213;787477.3766203959
2023-2024;52;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;Septiembre de 2023;609127.49327278;655821.3599997679;716333.7429611277;734258.9321803423;736652.653837539
2023-2024;54;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;Septiembre de 2023;1162813.6787062972;1229806.5068070584;1279553.4104566672;1336104.5072101257;1392064.3886510707
2023-2024;55;Administración y Comercio;Instituto Profesional;Administración Gastronómica;Septiembre de 2023;667573.9408169655;736289.7899022159;737268.422221512;799172.9126858979;875174.7350678056
2023-2024;56;Ciencias Sociales;Instituto Profesional;Administración Pública;Septiembre de 2023;1756053.3615801919;1855480.112328016;1908431.5315650026;1975660.2847710839;1986912.3282585759
2023-2024;57;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;Septiembre de 2023;672318.496086437;724466.4795424079;763019.0917456569;819436.5766379313;892388.6341930593
2023-2024;59;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;Septiembre de 2023;736706.9986176966;853300.7514744472;903972.1419301543;916961.3763721728;982651.3717526447
2023-2024;60;Tecnología;Instituto Profesional;Construcción Civil;Septiembre de 2023;1067748.8858478782;1151285.3077157424;1253113.4626301366;1333447.7267610373;1440595.4753532058
2023-2024;61;Administración y Comercio;Instituto Profesional;Contador Auditor;Septiembre de 2023;1056333.2762062952;1150195.380129347;1249373.8418569346;1336012.5326615088;1437317.3505219314
2023-2024;62;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;Septiembre de 2023;735370.9433162416;855660.5994931391;932359.4892879137;951750.4675909849;964626.9545690321
2023-2024;63;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;Septiembre de 2023;779355.2715002253;791060.6219598647;838148.4958891777;940669.9292828271;870668.8180773758
2023-2024;64;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;Septiembre de 2023;718175.6183394737;782547.2109534967;850636.5798272002;916383.7562074767;956978.5947327521
2023-2024;65;Tecnología;Instituto Profesional;Diseño Industrial;Septiembre de 2023;810413.6857676526;794331.5481120496;897705.1763215768;968148.1789355323;999755.0316004024
2023-2024;66;Salud;Instituto Profesional;Fonoaudiología;Septiembre de 2023;721070.2135728936;833797.3200372101;912151.8082874852;917543.2460455061;996281.8885211622
2023-2024;68;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;Septiembre de 2023;811733.4860971908;896025.554289749;972359.8283781088;1050782.9161584731;1134413.1514695822
2023-2024;69;Tecnología;Instituto Profesional;Ingeniería en Automatización, Instrumentación y Control;Septiembre de 2023;2023756.1261247867;2063503.7805331605;1886949.4501222053;1584881.5102451597;1806999.39846
2023-2024;70;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;Septiembre de 2023;1009539.2187896002;1101890.276666985;1218075.362776569;1362437.7023515278;1481440.1992902833
2023-2024;71;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;Septiembre de 2023;1270090.1858476973;1450628.3928927658;1576002.0021241223;1697366.4768108234;1793990.031099551
2023-2024;72;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;Septiembre de 2023;1106200.9601622412;1303348.2365255076;1429997.1759608127;1671226.6692363557;1791528.3563782556
2023-2024;73;Tecnología;Instituto Profesional;Ingeniería en Construcción;Septiembre de 2023;928946.9645660948;1023643.3605574557;1119767.4542988262;1244132.5187262485;1356029.0508333861
2023-2024;74;Tecnología;Instituto Profesional;Ingeniería en Electricidad;Septiembre de 2023;1139229.8853343935;1275038.2497680346;1408448.7706998403;1560698.0829752404;1723443.802085988
2023-2024;75;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;Septiembre de 2023;1175708.44659541;1236266.3070825608;1331822.5632450061;1492522.4739785148;1603265.8293705685
2023-2024;76;Ciencias Básicas;Instituto Profesional;Ingeniería en Geomensura y Cartografía;Septiembre de 2023;1047334.7176357703;1198975.3992124351;1354081.5040855443;1365446.4467954293;1567525.790169937
2023-2024;77;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;Septiembre de 2023;1281874.725985441;1361040.2348167219;1422092.921396072;1474954.6598598273;1539690.1376091798
2023-2024;78;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;Septiembre de 2023;1287564.2539023694;1363427.3682263307;1374829.511206777;1430603.5939469656;1590450.663589006
2023-2024;79;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;Septiembre de 2023;925371.3649111313;1040579.4945057326;1172732.1057975083;1292662.074947306;1445779.6907139532
2023-2024;80;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;Septiembre de 2023;966149.0099309728;1074283.1146134369;1159649.6115284872;1281133.2041203459;1351387.903544117
2023-2024;81;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;Septiembre de 2023;838266.2036354241;890781.695454251;981160.1117081286;1113844.3896678747;1124078.3607275642
2023-2024;82;Tecnología;Instituto Profesional;Ingeniería en Metalurgia;Septiembre de 2023;1245104.154966977;1346641.0958263206;1346115.6834766665;1430642.0785076257;1778221.881993354
2023-2024;83;Tecnología;Instituto Profesional;Ingeniería en Minas;Septiembre de 2023;1210655.8000167126;1354916.6365058236;1441056.8869442744;1581751.9269179788;1825125.3709473303
2023-2024;84;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;Septiembre de 2023;1098997.2941704986;1094264.2178617388;1118911.529364517;1188770.3399597937;1260576.5736377425
2023-2024;85;Tecnología;Instituto Profesional;Ingeniería en Química;Septiembre de 2023;899155.5110850441;1087042.9858178585;1095577.8291906326;1138627.9408105426;1230725.0742069855
2023-2024;86;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;Septiembre de 2023;1044065.6314991033;1128901.4512969253;1170214.4492960072;1251514.0432220236;1313753.053001727
2023-2024;87;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;Septiembre de 2023;953232.1858429553;1004604.2866296518;1182286.7551146206;1334642.1584334315;1460224.093753476
2023-2024;88;Administración y Comercio;Instituto Profesional;Ingeniería en Seguridad Privada;Septiembre de 2023;1685659.2898661701;1774965.4436874527;1817420.640674373;1879592.9682526772;1829013.7743696056
2023-2024;89;Tecnología;Instituto Profesional;Ingeniería en Sonido;Septiembre de 2023;771428.8421228848;744264.222855881;801096.9499784454;881590.9925411416;847427.0509585248
2023-2024;90;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;Septiembre de 2023;1001137.6898435699;1165243.8681319966;1341740.9291931104;1497331.0297121734;1633039.872378225
2023-2024;91;Tecnología;Instituto Profesional;Ingeniería Industrial;Septiembre de 2023;2435388.123146626;2141768.436288354;1830337.6268604817;1639889.9254520833;1762389.565426115
2023-2024;92;Tecnología;Instituto Profesional;Ingeniería Mecánica;Septiembre de 2023;1166473.2464920485;1369092.2745281544;1456003.423543994;1556487.4381101832;1642801.2029822937
2023-2024;93;Salud;Instituto Profesional;Kinesiología;Septiembre de 2023;855183.9415482687;1094755.0895654266;1048071.1705702904;1066344.4930237955;1114775.606988648
2023-2024;94;Arte y Arquitectura;Instituto Profesional;Música, Canto o Danza;Septiembre de 2023;863462.0772012112;823348.2976373776;838151.1203332875;1029125.9025468729;1024936.4372364521
2023-2024;97;Educación;Instituto Profesional;Psicopedagogía;Septiembre de 2023;766441.0034929364;813672.2920042918;832584.9017564144;888432.9914586665;953322.8518288294
2023-2024;98;Ciencias Sociales;Instituto Profesional;Publicidad;Septiembre de 2023;705190.496369084;780671.8549401616;906064.5521529852;998259.1711973482;1083607.3010598908
2023-2024;100;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;Septiembre de 2023;805709.2365283121;911053.4429566258;1023796.8247901705;1090386.8033217406;1091644.6380600482
2023-2024;101;Agropecuaria;Instituto Profesional;Técnico Agropecuario;Septiembre de 2023;741045.0053255991;780403.8761633743;814763.8836645148;831741.1768473081;875453.1015272826
2023-2024;102;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;Septiembre de 2023;594045.3361723806;605426.9166298773;613146.7397153693;626287.5657526159;656558.8813589326
2023-2024;103;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;Septiembre de 2023;569894.0376518626;567147.2696811834;581413.5219371027;612059.1155386597;674677.374775106
2023-2024;104;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;Septiembre de 2023;573891.7578446645;588248.460695313;612658.4007080634;631171.0013748924;658325.8443409199
2023-2024;105;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;Septiembre de 2023;1011797.0434474259;1017534.3951517153;1041774.6199447911;1086272.2247790361;1139190.8406988436
2023-2024;106;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2023;851080.3030227843;875926.7815073244;912084.5623190473;1004099.5947659995;1056746.2359241005
2023-2024;107;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;Septiembre de 2023;943400.2235739453;943704.0506987403;958932.2773719036;1020796.8954382595;1115790.1029565288
2023-2024;108;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;Septiembre de 2023;1162107.9866440438;1007374.5308634444;1102165.1246680194;1236095.0654121537;1409090.2767178994
