per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;coho_tit;tit_mujeres;tit_hombres;tit_total
2020-2021;13;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;2019;104;80.0;184
2020-2021;14;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;2019;66;596.0;662
2020-2021;15;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;2019;203;909.0;1112
2020-2021;16;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;2019;504;190.0;694
2020-2021;17;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2019;214;560.0;774
2020-2021;18;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2019;33;985.0;1018
2020-2021;19;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2019;0;85.0;85
2020-2021;20;Salud;Centro de Formación Técnica;Técnico en Enfermería;2019;3942;748.0;4690
2020-2021;21;Salud;Centro de Formación Técnica;Técnico en Farmacia;2019;86;25.0;111
2020-2021;22;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;2019;1243;801.0;2044
2020-2021;23;Ciencias Básicas;Centro de Formación Técnica;Técnico en Geominería;2019;18;18.0;36
2020-2021;24;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2019;34;796.0;830
2020-2021;25;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;2019;315;64.0;379
2020-2021;26;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;2019;277;457.0;734
2020-2021;27;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;2019;47;1339.0;1386
2020-2021;28;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;2019;47;1907.0;1954
2020-2021;29;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;2019;2;260.0;262
2020-2021;30;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;2019;111;235.0;346
2020-2021;31;Salud;Centro de Formación Técnica;Técnico en Podología;2019;251;23.0;274
2020-2021;32;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;2019;677;650.0;1327
2020-2021;33;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;2019;1;103.0;104
2020-2021;34;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2019;56;69.0;125
2020-2021;35;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);2019;82;43.0;125
2020-2021;36;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;2019;41;20.0;61
2020-2021;37;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;2019;4;93.0;97
2020-2021;38;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;2019;441;79.0;520
2020-2021;39;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;2019;24;324.0;348
2020-2021;40;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2019;106;18.0;124
2020-2021;41;Tecnología;Centro de Formación Técnica;Técnico en Topografía;2019;96;367.0;463
2020-2021;42;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;2019;326;229.0;555
2020-2021;43;Derecho;Centro de Formación Técnica;Técnico Jurídico;2019;165;46.0;211
2020-2021;44;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;2019;88;35.0;123
2020-2021;45;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;2019;190;86.0;276
2020-2021;46;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;2019;2742;1585.0;4327
2020-2021;47;Administración y Comercio;Instituto Profesional;Administración Gastronómica;2019;413;287.0;700
2020-2021;48;Ciencias Sociales;Instituto Profesional;Administración Pública;2019;168;123.0;291
2020-2021;49;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;2019;372;161.0;533
2020-2021;50;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;2019;105;212.0;317
2020-2021;51;Tecnología;Instituto Profesional;Construcción Civil;2019;286;1435.0;1721
2020-2021;52;Administración y Comercio;Instituto Profesional;Contador Auditor;2019;1258;748.0;2006
2020-2021;53;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;2019;87;21.0;108
2020-2021;54;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;2019;198;11.0;209
2020-2021;55;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;2019;384;369.0;753
2020-2021;56;Tecnología;Instituto Profesional;Diseño Industrial;2019;59;74.0;133
2020-2021;57;Arte y Arquitectura;Instituto Profesional;Fotografía;2019;47;30.0;77
2020-2021;58;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;2019;182;340.0;522
2020-2021;59;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;2019;150;108.0;258
2020-2021;60;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;2019;131;1329.0;1460
2020-2021;61;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;2019;34;486.0;520
2020-2021;62;Tecnología;Instituto Profesional;Ingeniería en Construcción;2019;191;803.0;994
2020-2021;63;Tecnología;Instituto Profesional;Ingeniería en Electricidad;2019;12;433.0;445
2020-2021;64;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;2019;176;139.0;315
2020-2021;65;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;2019;184;79.0;263
2020-2021;66;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;2019;64;185.0;249
2020-2021;67;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;2019;299;278.0;577
2020-2021;68;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;2019;46;2029.0;2075
2020-2021;69;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;2019;73;38.0;111
2020-2021;70;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;2019;227;573.0;800
2020-2021;71;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;2019;2143;2245.0;4388
2020-2021;72;Tecnología;Instituto Profesional;Ingeniería en Química;2019;54;19.0;73
2020-2021;73;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;2019;1083;287.0;1370
2020-2021;74;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;2019;0;43.0;43
2020-2021;75;Tecnología;Instituto Profesional;Ingeniería en Sonido;2019;6;104.0;110
2020-2021;76;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;2019;18;222.0;240
2020-2021;77;Tecnología;Instituto Profesional;Ingeniería Industrial;2019;21;143.0;164
2020-2021;78;Tecnología;Instituto Profesional;Ingeniería Mecánica;2019;17;698.0;715
2020-2021;79;Salud;Instituto Profesional;Kinesiología;2019;98;89.0;187
2020-2021;80;Arte y Arquitectura;Instituto Profesional;Música, Canto o Danza;2019;24;50.0;74
2020-2021;81;Salud;Instituto Profesional;Nutrición y Dietética;2019;62;11.0;73
2020-2021;82;Educación;Instituto Profesional;Pedagogía en Educación de Párvulos;2019;52;0.0;52
2020-2021;83;Educación;Instituto Profesional;Pedagogía en Educación Diferencial;2019;99;3.0;102
2020-2021;84;Educación;Instituto Profesional;Pedagogía en Idiomas;2019;25;16.0;41
2020-2021;85;Educación;Instituto Profesional;Psicopedagogía;2019;1384;136.0;1520
2020-2021;86;Ciencias Sociales;Instituto Profesional;Publicidad;2019;139;161.0;300
2020-2021;87;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;2019;104;42.0;146
2020-2021;88;Agropecuaria;Instituto Profesional;Técnico Agropecuario;2019;99;156.0;255
2020-2021;89;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;2019;4453;0.0;4453
2020-2021;90;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;2019;1211;42.0;1253
2020-2021;91;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;2019;1046;140.0;1186
2020-2021;92;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;2019;3240;1766.0;5006
2020-2021;93;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;2019;737;207.0;944
2020-2021;94;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;2019;27;400.0;427
2020-2021;95;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;2019;37;41.0;78
2020-2021;96;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;2019;577;287.0;864
2020-2021;97;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;2019;45;22.0;67
2020-2021;98;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;2019;140;133.0;273
2020-2021;99;Tecnología;Instituto Profesional;Técnico en Computación e Informática;2019;101;868.0;969
2020-2021;100;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;2019;76;203.0;279
2020-2021;101;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;2019;309;1339.0;1648
2020-2021;102;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;2019;730;341.0;1071
2020-2021;103;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;2019;412;193.0;605
2020-2021;104;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;2019;276;1005.0;1281
2020-2021;105;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;2019;90;117.0;207
2020-2021;106;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;2019;139;146.0;285
2020-2021;107;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2019;28;726.0;754
2020-2021;108;Tecnología;Instituto Profesional;Técnico en Electromecánica;2019;11;310.0;321
2020-2021;109;Salud;Instituto Profesional;Técnico en Enfermería;2019;5252;919.0;6171
2020-2021;110;Arte y Arquitectura;Instituto Profesional;Técnico en Fotografía;2019;43;48.0;91
2020-2021;111;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2019;270;182.0;452
2020-2021;112;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2019;11;194.0;205
2020-2021;113;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2019;217;45.0;262
2020-2021;114;Administración y Comercio;Instituto Profesional;Técnico en Logística;2019;165;325.0;490
2020-2021;115;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2019;8;293.0;301
2020-2021;116;Salud;Instituto Profesional;Técnico en Masoterapia;2019;246;89.0;335
2020-2021;117;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2019;38;1116.0;1154
2020-2021;118;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2019;681;20.0;701
2020-2021;119;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2019;553;582.0;1135
2020-2021;120;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2019;101;36.0;137
2020-2021;121;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2019;141;57.0;198
2020-2021;122;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2019;2178;404.0;2582
2020-2021;123;Tecnología;Instituto Profesional;Técnico en Sonido;2019;16;263.0;279
2020-2021;124;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2019;2;79.0;81
2020-2021;125;Tecnología;Instituto Profesional;Técnico en Topografía;2019;58;187.0;245
2020-2021;126;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;2019;53;31.0;84
2020-2021;127;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2019;440;255.0;695
2020-2021;128;Derecho;Instituto Profesional;Técnico Jurídico;2019;242;84.0;326
2020-2021;129;Salud;Instituto Profesional;Técnico Laboratorista Dental;2019;91;40.0;131
2020-2021;130;Agropecuaria;Instituto Profesional;Técnico Veterinario;2019;137;30.0;167
2020-2021;131;Salud;Instituto Profesional;Terapia Ocupacional;2019;137;26.0;163
2020-2021;132;Ciencias Sociales;Instituto Profesional;Trabajo Social;2019;1392;276.0;1668
2019-2020;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2018;226;3.0;229
2019-2020;2;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2018;23;6.0;29
2019-2020;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2018;310;554.0;864
2019-2020;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2018;2778;1.0;2779
2019-2020;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2018;1067;31.0;1098
2019-2020;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2018;588;54.0;642
2019-2020;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2018;2145;1196.0;3341
2019-2020;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2018;444;109.0;553
2019-2020;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2018;9;91.0;100
2019-2020;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2018;56;23.0;79
2019-2020;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2018;42;22.0;64
2019-2020;12;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2018;181;73.0;254
2019-2020;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2018;146;108.0;254
2019-2020;14;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2018;97;501.0;598
2019-2020;15;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2018;187;822.0;1009
2019-2020;16;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2018;545;241.0;786
2019-2020;17;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2018;157;543.0;700
2019-2020;18;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2018;6;23.0;29
2019-2020;19;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2018;19;930.0;949
2019-2020;20;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2018;7;138.0;145
2019-2020;21;Salud;Centros de Formación Técnica;Técnico en Enfermería;2018;4530;727.0;5257
2019-2020;22;Salud;Centros de Formación Técnica;Técnico en Farmacia;2018;122;32.0;154
2019-2020;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2018;1339;828.0;2167
2019-2020;24;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2018;14;23.0;37
2019-2020;25;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2018;24;672.0;696
2019-2020;26;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2018;365;62.0;427
2019-2020;27;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2018;253;453.0;706
2019-2020;28;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2018;54;1327.0;1381
2019-2020;29;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2018;46;1894.0;1940
2019-2020;30;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2018;6;244.0;250
2019-2020;31;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2018;82;238.0;320
2019-2020;32;Salud;Centros de Formación Técnica;Técnico en Podología;2018;294;16.0;310
2019-2020;33;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2018;1114;1050.0;2164
2019-2020;34;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2018;0;91.0;91
2019-2020;35;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2018;48;73.0;121
2019-2020;36;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2018;91;55.0;146
2019-2020;37;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2018;33;8.0;41
2019-2020;38;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2018;0;102.0;102
2019-2020;39;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2018;349;65.0;414
2019-2020;40;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2018;21;352.0;373
2019-2020;41;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2018;192;38.0;230
2019-2020;42;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2018;79;345.0;424
2019-2020;43;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2018;371;191.0;562
2019-2020;44;Derecho;Centros de Formación Técnica;Técnico Jurídico;2018;221;63.0;284
2019-2020;45;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2018;109;43.0;152
2019-2020;46;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;2018;179;82.0;261
2019-2020;47;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2018;76;32.0;108
2019-2020;48;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2018;2373;1528.0;3901
2019-2020;49;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2018;365;222.0;587
2019-2020;50;Ciencias Sociales;Institutos Profesionales;Administración Pública;2018;155;147.0;302
2019-2020;51;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2018;309;150.0;459
2019-2020;52;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2018;145;280.0;425
2019-2020;53;Tecnología;Institutos Profesionales;Construcción Civil;2018;273;1331.0;1604
2019-2020;54;Administración y Comercio;Institutos Profesionales;Contador Auditor;2018;1306;763.0;2069
2019-2020;55;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2018;103;20.0;123
2019-2020;56;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2018;170;16.0;186
2019-2020;57;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2018;362;410.0;772
2019-2020;58;Tecnología;Institutos Profesionales;Diseño Industrial;2018;55;75.0;130
2019-2020;59;Arte y Arquitectura;Institutos Profesionales;Fotografía;2018;48;41.0;89
2019-2020;60;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2018;175;328.0;503
2019-2020;61;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2018;175;150.0;325
2019-2020;62;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2018;156;1295.0;1451
2019-2020;63;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2018;38;529.0;567
2019-2020;64;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2018;190;830.0;1020
2019-2020;65;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2018;18;644.0;662
2019-2020;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2018;131;94.0;225
2019-2020;67;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2018;132;56.0;188
2019-2020;68;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2018;69;180.0;249
2019-2020;69;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2018;303;240.0;543
2019-2020;70;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2018;38;1924.0;1962
2019-2020;71;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2018;59;46.0;105
2019-2020;72;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2018;170;414.0;584
2019-2020;73;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2018;2942;3267.0;6209
2019-2020;74;Tecnología;Institutos Profesionales;Ingeniería en Química;2018;46;29.0;75
2019-2020;75;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2018;1198;348.0;1546
2019-2020;76;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2018;3;57.0;60
2019-2020;77;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2018;8;130.0;138
2019-2020;78;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2018;16;226.0;242
2019-2020;79;Tecnología;Institutos Profesionales;Ingeniería Industrial;2018;33;172.0;205
2019-2020;80;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2018;6;622.0;628
2019-2020;81;Salud;Institutos Profesionales;Kinesiología;2018;76;48.0;124
2019-2020;82;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2018;38;75.0;113
2019-2020;83;Salud;Institutos Profesionales;Nutrición y Dietética;2018;153;16.0;169
2019-2020;84;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2018;32;3.0;35
2019-2020;85;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2018;256;0.0;256
2019-2020;86;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2018;116;2.0;118
2019-2020;87;Educación;Institutos Profesionales;Pedagogía en Idiomas;2018;33;13.0;46
2019-2020;88;Educación;Institutos Profesionales;Psicopedagogía;2018;1425;132.0;1557
2019-2020;89;Ciencias Sociales;Institutos Profesionales;Publicidad;2018;147;177.0;324
2019-2020;90;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2018;187;67.0;254
2019-2020;91;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2018;84;138.0;222
2019-2020;92;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2018;3646;6.0;3652
2019-2020;93;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2018;1023;36.0;1059
2019-2020;94;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2018;953;103.0;1056
2019-2020;95;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2018;3573;1931.0;5504
2019-2020;96;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2018;912;234.0;1146
2019-2020;97;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2018;33;466.0;499
2019-2020;98;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2018;44;50.0;94
2019-2020;99;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2018;569;316.0;885
2019-2020;100;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2018;63;20.0;83
2019-2020;101;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2018;154;157.0;311
2019-2020;102;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2018;129;894.0;1023
2019-2020;103;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2018;99;243.0;342
2019-2020;104;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2018;264;1350.0;1614
2019-2020;105;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2018;846;397.0;1243
2019-2020;106;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2018;275;150.0;425
2019-2020;107;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2018;288;864.0;1152
2019-2020;108;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2018;100;192.0;292
2019-2020;109;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2018;126;179.0;305
2019-2020;110;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2018;13;959.0;972
2019-2020;111;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2018;6;341.0;347
2019-2020;112;Salud;Institutos Profesionales;Técnico en Enfermería;2018;5494;895.0;6389
2019-2020;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2018;71;63.0;134
2019-2020;114;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2018;327;235.0;562
2019-2020;115;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2018;6;144.0;150
2019-2020;116;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2018;238;52.0;290
2019-2020;117;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2018;150;404.0;554
2019-2020;118;Tecnología;Institutos Profesionales;Técnico en Mantenimiento Industrial;2018;10;346.0;356
2019-2020;119;Salud;Institutos Profesionales;Técnico en Masoterapia;2018;303;78.0;381
2019-2020;120;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2018;30;1168.0;1198
2019-2020;121;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2018;731;20.0;751
2019-2020;122;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2018;1329;1142.0;2471
2019-2020;123;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2018;15;11.0;26
2019-2020;124;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2018;87;42.0;129
2019-2020;125;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2018;132;69.0;201
2019-2020;126;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2018;1986;332.0;2318
2019-2020;127;Tecnología;Institutos Profesionales;Técnico en Sonido;2018;24;250.0;274
2019-2020;128;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2018;4;77.0;81
2019-2020;129;Salud;Institutos Profesionales;Técnico en Terapias Naturales y Naturopatía;2018;45;10.0;55
2019-2020;130;Tecnología;Institutos Profesionales;Técnico en Topografía;2018;65;254.0;319
2019-2020;131;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2018;57;25.0;82
2019-2020;132;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2018;509;219.0;728
2019-2020;133;Derecho;Institutos Profesionales;Técnico Jurídico;2018;217;67.0;284
2019-2020;134;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2018;97;46.0;143
2019-2020;135;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2018;122;35.0;157
2019-2020;136;Salud;Institutos Profesionales;Terapia Ocupacional;2018;136;22.0;158
2019-2020;137;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2018;2569;491.0;3060
2019-2020;138;Humanidades;Institutos Profesionales;Traducción e Interpretación;2018;31;13.0;44
2018-2019;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2017;236;3.0;239
2018-2019;2;Administración y Comercio;Centros de Formación Técnica;Secretariado Ejecutivo;2017;27;1.0;28
2018-2019;3;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2017;31;12.0;43
2018-2019;4;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2017;262;416.0;678
2018-2019;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2017;1940;3.0;1943
2018-2019;6;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2017;870;29.0;899
2018-2019;7;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2017;569;73.0;642
2018-2019;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2017;2009;1165.0;3174
2018-2019;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2017;507;115.0;622
2018-2019;10;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2017;13;114.0;127
2018-2019;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2017;51;34.0;85
2018-2019;12;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2017;107;57.0;164
