per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;per_tit_carr;tra_10_inf;tra_25_inf;tra_50_perc;tra_25_sup;tra_10_sup
2020-2021;106;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;Septiembre de 2020;5to año;328951.54874999996;386526.485625;530552.9025;683078.7825;921583.8374999999
2020-2021;107;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2020;5to año;452527.61624999996;593267.9512499999;772726.60125;1046873.304375;1362729.2137499999
2020-2021;108;Tecnología;Instituto Profesional;Técnico en Electromecánica;Septiembre de 2020;5to año;421231.88999999996;549881.8724999999;778083.4162499999;1073959.21125;1455788.4787499998
2020-2021;109;Salud;Instituto Profesional;Técnico en Enfermería;Septiembre de 2020;5to año;377634.84375;462508.89749999996;576869.1525;689462.92125;842732.27625
2020-2021;110;Arte y Arquitectura;Instituto Profesional;Técnico en Fotografía;Septiembre de 2020;5to año;341652.680625;422196.76875;568501.738125;875704.875;1474117.250625
2020-2021;111;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;Septiembre de 2020;5to año;335445.13875;382880.31;463405.98374999996;626705.86875;778713.6449999999
2020-2021;112;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2020;5to año;449005.6837499999;645481.63125;889334.2725;1262382.5999999999;1587509.7374999998
2020-2021;113;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;Septiembre de 2020;5to año;351590.87999999995;419697.93375;503345.90062499995;631551.48;752573.6849999999
2020-2021;114;Administración y Comercio;Instituto Profesional;Técnico en Logística;Septiembre de 2020;5to año;407353.48874999996;564651.9262499999;769356.98625;1040379.1537499999;1516777.7512499997
2020-2021;115;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;Septiembre de 2020;5to año;510798.28875;637330.9199999999;861399.3637499999;1099393.085625;1428885.1199999999
2020-2021;116;Salud;Instituto Profesional;Técnico en Masoterapia;Septiembre de 2020;5to año;346862.56875;395467.46249999997;520061.45249999996;655771.6874999999;852395.2087499999
2020-2021;117;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;Septiembre de 2020;5to año;365169.7349999999;491385.915;718312.77;977875.50375;1232686.2074999998
2020-2021;118;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;Septiembre de 2020;5to año;340835.24624999997;411978.55875;527124.9824999999;654393.9299999999;960829.22625
2020-2021;119;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;Septiembre de 2020;5to año;376186.61999999994;485338.32375;665484.8175;925356.585;1297096.7587499998
2020-2021;120;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;Septiembre de 2020;5to año;395891.55374999996;427084.81499999994;529085.5312499999;644671.9162499999;811502.1
2020-2021;121;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;Septiembre de 2020;5to año;349014.075;450373.86749999993;642235.2243749999;952218.19875;1300122.3225
2020-2021;122;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;Septiembre de 2020;5to año;367737.39749999996;449882.15625;598216.28625;828541.305;1048357.5375
2020-2021;123;Tecnología;Instituto Profesional;Técnico en Sonido;Septiembre de 2020;5to año;363219.838125;401910.03562499996;498309.46124999993;599451.99;833793.4125
2020-2021;124;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;Septiembre de 2020;5to año;412844.16375;584098.71375;886303.7062499999;1098983.829375;1460895.16875
2020-2021;125;Tecnología;Instituto Profesional;Técnico en Topografía;Septiembre de 2020;5to año;492287.9175;726338.6343749999;1077938.570625;1452469.1043749999;1720797.555
2020-2021;126;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;Septiembre de 2020;5to año;410539.175625;550492.2637499999;709172.5124999998;842536.6612499999;1282646.045625
2020-2021;127;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;Septiembre de 2020;5to año;346314.45;385125.8287499999;496061.8725;685408.13625;899045.7637499999
2020-2021;128;Derecho;Instituto Profesional;Técnico Jurídico;Septiembre de 2020;5to año;363158.04;447582.90375;599610.474375;834622.1887499999;1024933.9349999999
2020-2021;129;Salud;Instituto Profesional;Técnico Laboratorista Dental;Septiembre de 2020;5to año;354563.48625;433025.88749999995;484571.12999999995;660212.7;935332.0874999999
2020-2021;130;Agropecuaria;Instituto Profesional;Técnico Veterinario;Septiembre de 2020;5to año;322507.37999999995;364103.77125;535376.26125;617781.06375;766910.07375
2020-2021;131;Salud;Instituto Profesional;Terapia Ocupacional;Septiembre de 2020;5to año;759341.46375;835884.8024999999;930652.464375;1147659.9224999999;1264733.9475
2020-2021;132;Ciencias Sociales;Instituto Profesional;Trabajo Social;Septiembre de 2020;5to año;444760.6312499999;600284.475;799962.97125;1063064.8875;1446844.6124999998
2019-2020;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;Septiembre de 2019;1er año;328743.863;397986.602;521326.64166666666;702165.8053333334;937506.5306666667
2019-2020;2;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;Septiembre de 2019;1er año;319862.2;385849.43433333334;543441.0633333334;686396.1996666667;1315840.0
2019-2020;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;Septiembre de 2019;1er año;313551.22233333334;347073.617;438996.69166666665;569619.9400000001;697410.7913333334
2019-2020;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2019;1er año;301745.6703333334;325202.146;370704.4243333333;427546.65633333335;491358.3856666667
2019-2020;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2019;1er año;291073.06;305844.64900000003;335667.7856666667;390740.31566666666;449556.479
2019-2020;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2019;1er año;306562.964;340921.9793333334;389346.51900000003;478512.926;647405.0163333333
2019-2020;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2019;1er año;330991.24233333336;395689.793;539069.2363333333;755478.1423333334;1082020.5433333332
2019-2020;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2019;1er año;345892.5306666667;409555.457;535828.809;723870.6546666668;1005023.943
2019-2020;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2019;1er año;385247.112;441700.8456666667;523124.014;660983.5256666667;859418.6226666667
2019-2020;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2019;1er año;412229.7133333334;466793.726;619859.328;760583.7043333333;1197492.8706666667
2019-2020;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;Septiembre de 2019;1er año;389854.1796666667;499321.3593333333;624097.772;867977.2366666667;1226122.1566666667
2019-2020;12;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2019;1er año;336475.6223333333;538836.0516666666;708539.3196666668;1026214.9636666668;1359659.9563333334
2019-2020;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2019;1er año;343267.87533333333;416488.03200000006;526702.1393333334;721531.2693333334;1036402.7863333334
2019-2020;14;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2019;1er año;358220.992;442526.92933333333;608324.4826666667;832047.0946666667;1144272.7966666666
2019-2020;15;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2019;1er año;309501.1593333333;387672.50666666665;517531.52266666666;681146.5463333334;934238.5186666666
2019-2020;16;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2019;1er año;344373.9176666667;413404.63166666665;543111.7606666667;758105.9673333335;1091136.3333333333
2019-2020;17;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2019;1er año;317344.371;358142.35000000003;434574.57833333337;532472.3033333333;677605.429
2019-2020;18;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;Septiembre de 2019;1er año;384173.53733333334;433849.58133333334;589747.409;686778.6156666667;905877.8833333333
2019-2020;19;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2019;1er año;345284.8113333333;438752.199;573621.8583333333;813096.2573333333;1080867.0416666667
2019-2020;20;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2019;1er año;347717.2306666667;413461.857;529592.1900000001;693665.4446666667;841313.3153333333
2019-2020;21;Salud;Centros de Formación Técnica;Técnico en Enfermería;Septiembre de 2019;1er año;318347.8703333333;362865.5816666667;449254.8466666667;566649.7910000001;712826.8506666668
2019-2020;22;Salud;Centros de Formación Técnica;Técnico en Farmacia;Septiembre de 2019;1er año;335544.5113333333;406450.383;554728.4176666667;667364.493;913816.7846666668
2019-2020;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2019;1er año;301516.59766666667;329859.6713333333;395138.44233333337;486439.83400000003;630022.2216666667
2019-2020;24;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;Septiembre de 2019;1er año;313048.70166666666;385962.34300000005;497815.168;841336.1883333334;945790.7543333335
2019-2020;25;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2019;1er año;362025.7056666667;448615.602;609085.117;913671.5796666667;1313388.0486666667
2019-2020;26;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2019;1er año;311359.7833333333;343261.793;413230.9853333333;525545.6393333334;630788.253
2019-2020;27;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;Septiembre de 2019;1er año;381514.44399999996;496116.2266666666;661892.6203333334;888972.6803333334;1207640.0016666667
2019-2020;28;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2019;1er año;333856.4496666667;414733.9213333333;595791.9633333334;851533.2629999999;1179153.779
2019-2020;29;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2019;1er año;319974.509;391548.92333333334;518714.23666666663;755392.4756666668;1093744.455
2019-2020;30;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2019;1er año;367235.0956666667;472183.1873333333;637530.5623333334;915708.4759999999;1451929.21
2019-2020;31;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;Septiembre de 2019;1er año;336044.205;454056.12066666665;661345.3816666667;1071717.1563333333;2320953.8073333334
2019-2020;32;Salud;Centros de Formación Técnica;Técnico en Podología;Septiembre de 2019;1er año;309363.9213333333;352938.10000000003;456564.355;664242.971;968448.9023333333
2019-2020;33;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2019;1er año;316878.00166666665;362152.66366666666;470971.68933333334;620182.8053333333;846485.1833333335
2019-2020;34;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2019;1er año;323736.56066666666;365221.2436666666;541584.4953333334;727138.6666666666;944119.569
2019-2020;35;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;Septiembre de 2019;1er año;341172.8113333333;367397.86233333335;467049.2696666667;700537.539;981904.994
