per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;per_tit_carr;tra_10_inf;tra_25_inf;tra_50_perc;tra_25_sup;tra_10_sup
2023-2024;86;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;Septiembre de 2023;5to año;581917.2533333333;804531.392;1121834.9866666668;1568866.8053333333;2000882.0480000002
2023-2024;87;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;Septiembre de 2023;5to año;577909.5146666667;901954.6293333335;1187064.6666666667;1610210.3520000002;2075604.3466666667
2023-2024;88;Administración y Comercio;Instituto Profesional;Ingeniería en Seguridad Privada;Septiembre de 2023;5to año;1397152.5706666668;1553667.6266666667;1931512.9813333333;2339299.370666667;2708172.3520000004
2023-2024;89;Tecnología;Instituto Profesional;Ingeniería en Sonido;Septiembre de 2023;5to año;465593.688;570220.8906666667;735940.9706666666;979198.6400000001;1481896.9813333333
2023-2024;90;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;Septiembre de 2023;5to año;789343.0933333334;1058512.6613333335;1441763.3813333334;2051231.968;2621198.1760000004
2023-2024;91;Tecnología;Instituto Profesional;Ingeniería Industrial;Septiembre de 2023;5to año;691122.9866666667;1022834.6026666667;1414166.5333333334;2125484.794666667;3041755.6
2023-2024;92;Tecnología;Instituto Profesional;Ingeniería Mecánica;Septiembre de 2023;5to año;724282.7786666667;984866.576;1379186.7893333335;1903328.5226666667;2719121.168
2023-2024;93;Salud;Instituto Profesional;Kinesiología;Septiembre de 2023;5to año;564537.7226666667;763443.344;1041223.344;1407846.0693333335;1776293.824
2023-2024;94;Arte y Arquitectura;Instituto Profesional;Música, Canto o Danza;Septiembre de 2023;5to año;435447.9733333334;588038.8853333334;863063.7973333333;1288939.9093333334;1613960.5066666668
2023-2024;97;Educación;Instituto Profesional;Psicopedagogía;Septiembre de 2023;5to año;520425.3066666667;654202.2506666667;872809.1040000002;1043249.1093333334;1214032.6506666667
2023-2024;98;Ciencias Sociales;Instituto Profesional;Publicidad;Septiembre de 2023;5to año;562462.272;717475.9786666668;962324.2133333334;1278318.128;1833648.288
2023-2024;100;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;Septiembre de 2023;5to año;547539.0826666667;637553.5568;897445.5946666667;1313846.1333333335;1924592.8480000002
2023-2024;101;Agropecuaria;Instituto Profesional;Técnico Agropecuario;Septiembre de 2023;5to año;470288.28106666665;551213.4853333334;729133.2640000001;935237.184;1321829.2426666666
2023-2024;102;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;Septiembre de 2023;5to año;457565.0186666667;521900.86133333336;633379.1546666668;691036.8533333334;831400.3680000001
2023-2024;103;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;Septiembre de 2023;5to año;442569.7493333334;483430.8768;576116.6810666666;838097.6426666668;1036652.7466666667
2023-2024;104;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;Septiembre de 2023;5to año;465913.0613333334;534684.6346666667;629727.7813333333;735594.624;925101.8293333334
2023-2024;105;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;Septiembre de 2023;5to año;512479.3706666667;669109.9360000001;917330.5173333334;1300313.3173333334;1830055.258666667
2023-2024;106;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2023;5to año;536600.1493333334;694675.216;930404.1066666668;1261995.408;1655541.7813333336
2023-2024;107;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;Septiembre de 2023;5to año;540766.0106666667;658110.8;948727.84;1359700.5280000002;1828727.082666667
2023-2024;108;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;Septiembre de 2023;5to año;615764.6885333334;748953.9946666667;951364.88;1359592.0906666669;1769119.2800000003
2023-2024;109;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;Septiembre de 2023;5to año;556030.832;731732.3146666667;1064373.4453333335;1468043.9306666667;2005408.6720000003
2023-2024;110;Ciencias Sociales;Instituto Profesional;Técnico en Administración Pública o Municipal;Septiembre de 2023;5to año;783090.1760000001;1042417.3333333334;1265735.5893333333;1802186.1386666668;2314318.5280000004
2023-2024;111;Tecnología;Instituto Profesional;Técnico en Alimentos;Septiembre de 2023;5to año;488259.76533333334;588948.0000000001;716888.7306666668;829666.1866666666;1144773.8346666668
2023-2024;114;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;Septiembre de 2023;5to año;572657.512;756010.6720000001;1004813.968;1355952.6400000001;1750352.8213333336
2023-2024;115;Tecnología;Instituto Profesional;Técnico en Computación e Informática;Septiembre de 2023;5to año;583186.496;792379.6106666668;1222328.016;1889982.2080000003;2692808.794666667
2023-2024;116;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;Septiembre de 2023;5to año;474599.29066666675;535179.7653333334;700817.4293333334;958933.5520000001;1244028.9013333335
2023-2024;117;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;Septiembre de 2023;5to año;517329.52053333336;686776.8346666667;938580.9706666666;1280969.584;1756468.1066666667
2023-2024;118;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;Septiembre de 2023;5to año;544228.752;717527.5680000001;987111.2106666667;1465356.752;2076779.9306666667
2023-2024;119;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;Septiembre de 2023;5to año;563708.7573333334;785964.0373333334;1074757.5893333333;1493533.866666667;2070397.0880000002
2023-2024;120;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2023;5to año;453947.41866666666;530370.0800000001;671399.9584;900357.536;1295543.5253333335
2023-2024;121;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;Septiembre de 2023;5to año;526807.424;664479.3173333333;855953.8533333334;1102908.6826666668;1526886.7786666667
2023-2024;122;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;Septiembre de 2023;5to año;456943.4986666667;523788.49600000004;655822.9354666667;852440.0213333335;1136613.8346666668
2023-2024;123;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2023;5to año;547273.3386666666;718458.3520000001;976989.7280000001;1312872.826666667;1890819.6960000002
2023-2024;124;Tecnología;Instituto Profesional;Técnico en Electromecánica;Septiembre de 2023;5to año;558772.8640000001;775200.9973333334;1060951.1413333334;1461440.3146666668;1958343.3333333333
2023-2024;126;Salud;Instituto Profesional;Técnico en Enfermería;Septiembre de 2023;5to año;510263.3413333334;602003.184;729323.0746666667;880241.5946666667;1118659.1146666666
2023-2024;127;Salud;Instituto Profesional;Técnico en Farmacia;Septiembre de 2023;5to año;478458.2453333333;623767.8986666667;787211.9733333335;961984.1226666667;1068727.3493333336
2023-2024;129;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;Septiembre de 2023;5to año;453422.4586666667;494300.976;608290.5184000001;790250.304;1028467.8133333335
2023-2024;130;Ciencias Básicas;Instituto Profesional;Técnico en Geología;Septiembre de 2023;5to año;533074.6666666666;620738.272;845424.7786666667;1214697.1466666667;1879070.2933333337
2023-2024;131;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2023;5to año;584121.36;861173.9413333334;1063137.4773333333;1319262.3786666668;1910299.8826666668
2023-2024;132;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;Septiembre de 2023;5to año;475189.3493333334;568111.3493333334;673584.88;831607.36;978109.824
2023-2024;133;Administración y Comercio;Instituto Profesional;Técnico en Logística;Septiembre de 2023;5to año;614243.184;801216.4373333334;1075677.130666667;1550007.3226666667;2034102.8586666668
2023-2024;134;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;Septiembre de 2023;5to año;542864.8080000001;736249.9626666667;998832.7786666667;1337514.3946666669;1817602.2826666667
2023-2024;135;Salud;Instituto Profesional;Técnico en Masoterapia;Septiembre de 2023;5to año;464396.57066666667;527098.9173333334;682637.5386666667;824881.344;1131583.376
2023-2024;136;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;Septiembre de 2023;5to año;472886.7786666667;603085.5626666667;845956.1306666667;1163877.0293333335;1604993.936
2023-2024;139;Tecnología;Instituto Profesional;Técnico en Minería;Septiembre de 2023;5to año;520926.05866666674;653390.3306666667;921216.0373333334;1376749.76;2045153.7653333333
2023-2024;140;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;Septiembre de 2023;5to año;455693.3866666667;512483.5232;632244.9600000001;759196.0640000001;918053.9466666668
2023-2024;141;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;Septiembre de 2023;5to año;449378.1813333333;523099.7920000001;658444.816;862913.2000000001;1209206.6453333334
2023-2024;142;Salud;Instituto Profesional;Técnico en Podología;Septiembre de 2023;5to año;638120.9306666667;754779.5546666668;915670.8640000001;1170179.7226666666;1475919.5093333332
2023-2024;143;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;Septiembre de 2023;5to año;498161.6533333334;614084.608;819039.5093333335;1122288.1386666668;1553878.3360000001
2023-2024;145;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;Septiembre de 2023;5to año;484385.5786666667;656784.9813333334;776636.704;891511.1893333333;1206030.7733333334
2023-2024;146;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;Septiembre de 2023;5to año;467416.8586666667;576545.7066666667;759897.7786666667;1121703.0666666667;1751685.3493333336
2023-2024;148;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;Septiembre de 2023;5to año;473933.616;554817.2586666667;712367.0026666668;969114.1493333335;1262040.7413333335
2023-2024;149;Tecnología;Instituto Profesional;Técnico en Sonido;Septiembre de 2023;5to año;455889.68;515413.616;661444.3413333334;863863.4138666667;1104350.4640000002
2023-2024;150;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;Septiembre de 2023;5to año;530162.9973333334;711312.2773333333;905080.6346666667;1181791.130666667;1575132.7786666667
2023-2024;152;Tecnología;Instituto Profesional;Técnico en Topografía;Septiembre de 2023;5to año;546890.272;724765.3066666666;1054389.9573333336;1682683.12;2075269.7866666669
2023-2024;153;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;Septiembre de 2023;5to año;503568.01600000006;611814.496;826073.248;1183927.2373333334;1848552.6186666668
2023-2024;154;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;Septiembre de 2023;5to año;444390.50826666673;525444.3866666667;658216.8890666667;847418.5840000001;1019676.9546666667
2023-2024;155;Derecho;Instituto Profesional;Técnico Jurídico;Septiembre de 2023;5to año;458898.9701333334;546429.5946666667;749758.8426666666;962739.8293333334;1141197.216
2023-2024;156;Salud;Instituto Profesional;Técnico Laboratorista Dental;Septiembre de 2023;5to año;475013.8186666667;511211.48800000007;629629.952;988724.1706666667;1548169.328
2023-2024;157;Agropecuaria;Instituto Profesional;Técnico Veterinario;Septiembre de 2023;5to año;452135.71733333333;519137.74026666675;605471.5466666667;765225.3520000001;1094265.9733333334
2023-2024;158;Salud;Instituto Profesional;Terapia Ocupacional;Septiembre de 2023;5to año;592752.8266666668;734343.7866666667;1016330.7200000001;1176716.5173333334;1373110.7626666666
2023-2024;159;Ciencias Sociales;Instituto Profesional;Trabajo Social;Septiembre de 2023;5to año;549581.3493333334;748944.8826666666;1061231.8453333334;1480871.904;1873534.1866666668
2022-2023;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;Septiembre de 2022;1er año;425987.1885;519967.918;668664.068;995409.247;1370173.112
2022-2023;2;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;Septiembre de 2022;1er año;428357.723;488347.37299999996;575170.6179999999;725201.9729999999;915482.3139999999
2022-2023;3;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2022;1er año;411849.196;446879.63049999997;536658.2714999999;628650.21;712994.426
2022-2023;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2022;1er año;401558.9025;421231.036;478685.688;568976.004;714569.4149999999
2022-2023;5;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2022;1er año;414046.537;459867.3;516301.70599999995;575819.6449999999;659870.8239999999
2022-2023;6;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;Septiembre de 2022;1er año;526529.3859999999;647540.669;827629.5109999999;922473.6859999999;1018651.514
2022-2023;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2022;1er año;441054.635;530002.1799999999;682233.301;921788.5749999998;1296124.282
2022-2023;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2022;1er año;447907.3455;527977.596;709454.6535;921125.8709999999;1235822.68
2022-2023;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2022;1er año;459260.66199999995;530638.985;592372.9859999999;809388.9519999999;861592.7999999999
2022-2023;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2022;1er año;442946.8625;537886.825;804922.4899999999;1027721.7899999999;1505108.163
2022-2023;11;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2022;1er año;539420.589;683341.4289999999;903152.0619999999;1192163.659;1582477.5939999998
2022-2023;12;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2022;1er año;459263.087;520619.07899999997;614314.58;810531.9029999999;1237112.586
2022-2023;13;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2022;1er año;438926.649;538822.487;741762.6374999998;979957.7289999999;1616984.956
2022-2023;14;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2022;1er año;451962.382;546695.7829999999;711630.0239999999;1005174.722;1461108.187
2022-2023;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2022;1er año;432542.206;521733.31799999997;669491.478;912014.855;1450419.078
2022-2023;16;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2022;1er año;424351.429;468494.77099999995;573978.973;676354.1309999999;823973.484
2022-2023;17;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2022;1er año;441942.864;564772.897;772965.2579999999;1078115.23;1729716.8039999998
2022-2023;18;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2022;1er año;456078.67399999994;524970.887;701703.9654999999;1060558.715;1181484.153
2022-2023;19;Salud;Centros de Formación Técnica;Técnico en Enfermería;Septiembre de 2022;1er año;463712.283;541681.8045;652563.8139999999;802252.3709999999;969469.2159999999
2022-2023;20;Salud;Centros de Formación Técnica;Técnico en Farmacia;Septiembre de 2022;1er año;478577.0965;557210.4859999999;679485.776;866414.6699999999;1103386.9309999999
2022-2023;21;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2022;1er año;406238.30374999996;441606.85599999997;522860.4579999999;644979.481;792411.5269999999
2022-2023;22;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2022;1er año;466900.09099999996;605677.409;821263.5949999999;1148884.49;1593761.604
2022-2023;23;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2022;1er año;441188.20399999997;488220.54549999995;589521.0405;697286.828;811716.37
2022-2023;24;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;Septiembre de 2022;1er año;456149.19299999997;563807.068;732483.5205;1011725.2289999999;1360427.91
2022-2023;25;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2022;1er año;471180.604;602940.845;798744.0265;1074870.774;1723885.746
2022-2023;26;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2022;1er año;426680.68999999994;522791.10299999994;670104.421;933896.406;1364476.011
2022-2023;27;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2022;1er año;442784.0965;582145.306;891441.0579999998;1207288.7719999999;1812215.6919999998
2022-2023;28;Tecnología;Centros de Formación Técnica;Técnico en Minería;Septiembre de 2022;1er año;499848.469;641391.257;876224.8619999998;1210755.261;1762562.944
2022-2023;29;Salud;Centros de Formación Técnica;Técnico en Podología;Septiembre de 2022;1er año;458576.812;553053.454;620319.171;907657.3239999999;1231498.226
2022-2023;30;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2022;1er año;424216.30799999996;489762.409;626233.0669999999;858907.9369999999;1183102.4039999999
2022-2023;31;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2022;1er año;415437.03199999995;603623.3369999999;797355.3259999999;1317053.584;1873964.146
2022-2023;32;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2022;1er año;444057.75499999995;532781.715;694643.093;854316.733;1173019.545
2022-2023;33;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2022;1er año;440137.79099999997;491171.47949999996;557551.15;644713.992;975369.7259999999
2022-2023;34;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2022;1er año;462066.872;542231.455;631930.847;839578.1649999999;965292.299
2022-2023;35;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;Septiembre de 2022;1er año;418111.95249999996;459549.81899999996;569922.5299999999;737840.1999999998;918933.1859999999
2022-2023;36;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2022;1er año;417473.64400000003;496084.675;683675.497;877674.624;1231056.7789999999
2022-2023;37;Tecnología;Centros de Formación Técnica;Técnico en Topografía;Septiembre de 2022;1er año;434115.25499999995;549065.008;712028.5;933768.269;1285702.99
2022-2023;38;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2022;1er año;402729.159;415016.828;494276.3525;665886.085;790596.948
2022-2023;39;Derecho;Centros de Formación Técnica;Técnico Jurídico;Septiembre de 2022;1er año;399659.885;491490.1245;659475.6945;836381.5299999999;983680.298
2022-2023;40;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2022;1er año;394051.83;501465.071;566459.436;690279.548;901500.3459999999
2022-2023;41;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;Septiembre de 2022;1er año;421361.20999999996;455370.962;551683.426;666627.4559999999;833647.197
2022-2023;42;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;Septiembre de 2022;1er año;494606.686;658563.0214999999;933932.6839999999;1394035.3059999999;1929894.5399999998
2022-2023;43;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;Septiembre de 2022;1er año;414472.658;460135.60199999996;533129.654;675157.6845;900300.1649999999
2022-2023;44;Ciencias Sociales;Institutos Profesionales;Administración Pública;Septiembre de 2022;1er año;1182763.098;1447554.377;1708369.626;2086665.9399999997;2390774.1319999998
2022-2023;45;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;Septiembre de 2022;1er año;401626.97224999993;449699.081;526746.7145;635866.816;826637.0069999999
2022-2023;46;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;Septiembre de 2022;1er año;424678.901;498513.361;644407.181;831511.3539999999;1037171.7239999999
2022-2023;47;Tecnología;Institutos Profesionales;Construcción Civil;Septiembre de 2022;1er año;482425.523;610553.5989999999;882155.927;1247421.746;1732929.444
2022-2023;48;Administración y Comercio;Institutos Profesionales;Contador Auditor;Septiembre de 2022;1er año;494054.659;621333.112;835718.244;1220299.382;1696533.4919999999
2022-2023;49;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;Septiembre de 2022;1er año;390731.811;477714.621;749305.6;826315.0639999999;1136478.675
2022-2023;50;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;Septiembre de 2022;1er año;406601.787;483671.197;592345.5835;781477.4444999999;1808159.1519999998
2022-2023;51;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;Septiembre de 2022;1er año;424596.839;491248.4005;581951.1605;726266.1115;983363.4959999999
2022-2023;52;Tecnología;Institutos Profesionales;Diseño Industrial;Septiembre de 2022;1er año;470285.294;562115.776;763657.235;1042885.2179999999;1371075.212
2022-2023;53;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;Septiembre de 2022;1er año;443965.605;514495.857;659879.166;890145.623;1257798.612
2022-2023;54;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;Septiembre de 2022;1er año;957900.123;1195371.5459999999;1580890.8679999998;3382330.636;5147770.6
2022-2023;55;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;Septiembre de 2022;1er año;475465.96699999995;582450.177;816693.537;1047130.8109999999;1526006.91
2022-2023;56;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;Septiembre de 2022;1er año;519037.3;688639.0839999999;994687.5669999999;1578283.217;2293204.548
2022-2023;57;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;Septiembre de 2022;1er año;510286.88149999996;651134.4219999999;886830.066;1312353.643;1970499.5159999998
2022-2023;58;Tecnología;Institutos Profesionales;Ingeniería en Construcción;Septiembre de 2022;1er año;491544.105;592181.896;775389.2395;1057954.265;1398187.7789999999
2022-2023;59;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;Septiembre de 2022;1er año;498236.911;652917.6215;900556.73;1237611.166;1779870.072
2022-2023;60;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;Septiembre de 2022;1er año;468317.93999999994;688704.559;1007485.747;1397533.514;2036525.8639999998
2022-2023;61;Tecnología;Institutos Profesionales;Ingeniería en Geomensura y Cartografía;Septiembre de 2022;1er año;508199.68399999995;622272.654;789745.2880000001;1038372.0989999999;1208060.3099999998
2022-2023;62;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;Septiembre de 2022;1er año;605946.972;895158.4859999999;1194169.5219999999;1518765.4719999998;1911534.768
2022-2023;63;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;Septiembre de 2022;1er año;555309.5769999999;732246.501;1041399.9539999999;1481000.1709999999;1991550.456
2022-2023;64;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;Septiembre de 2022;1er año;440100.15499999997;529346.7025;707047.065;1016705.4029999999;1516434.659
2022-2023;65;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;Septiembre de 2022;1er año;468662.14449999994;577619.674;772314.5819999999;1121872.221;1562192.954
2022-2023;66;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;Septiembre de 2022;1er año;492334.55799999996;591580.69;703422.369;831727.7609999999;1094607.17
2022-2023;67;Tecnología;Institutos Profesionales;Ingeniería en Metalurgia;Septiembre de 2022;1er año;570219.4469999999;669060.507;845186.4139999999;1198041.18;2537374.4999999995
2022-2023;68;Tecnología;Institutos Profesionales;Ingeniería en Minas;Septiembre de 2022;1er año;503880.17699999997;687813.4199999999;930467.068;1404898.9179999998;2259160.264
2022-2023;69;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;Septiembre de 2022;1er año;481404.986;623657.4744999999;894602.482;1367887.016;1837992.0839999998
2022-2023;70;Tecnología;Institutos Profesionales;Ingeniería en Química;Septiembre de 2022;1er año;486299.31499999994;586105.525;812251.228;1168479.5569999998;1347722.0739999998
2022-2023;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;Septiembre de 2022;1er año;478642.13499999995;588695.4249999999;848222.708;1303958.778;1890142.0
2022-2023;72;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;Septiembre de 2022;1er año;453024.8229999999;536739.703;780323.678;1124406.346;1653126.768
2022-2023;73;Tecnología;Institutos Profesionales;Ingeniería en Sonido;Septiembre de 2022;1er año;470284.712;495545.937;543646.2;808456.588;1000041.7729999999
2022-2023;74;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;Septiembre de 2022;1er año;485644.371;594732.705;840462.32;1230740.7529999998;1741020.4079999998
2022-2023;75;Tecnología;Institutos Profesionales;Ingeniería Industrial;Septiembre de 2022;1er año;742232.9419999999;1138053.567;1812416.4819999998;2690222.4439999997;4465640.603999999
2022-2023;76;Tecnología;Institutos Profesionales;Ingeniería Mecánica;Septiembre de 2022;1er año;520152.121;660390.5985;929076.3789999998;1259810.78;1872025.892
2022-2023;77;Salud;Institutos Profesionales;Kinesiología;Septiembre de 2022;1er año;471190.88599999994;568395.071;738714.4125;981989.103;1383533.795
2022-2023;78;Salud;Institutos Profesionales;Nutrición y Dietética;Septiembre de 2022;1er año;415924.3599999999;491344.479;626568.687;1362121.53;1499841.6449999998
2022-2023;79;Educación;Institutos Profesionales;Psicopedagogía;Septiembre de 2022;1er año;422639.47599999997;467051.99299999996;603953.7675;793453.016;1304266.462
2022-2023;80;Ciencias Sociales;Institutos Profesionales;Publicidad;Septiembre de 2022;1er año;458988.965;510192.64599999995;602590.093;754553.591;951139.4169999999
2022-2023;81;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;Septiembre de 2022;1er año;457015.11199999996;506279.66599999997;685415.9195;982260.7999999999;1504032.53
2022-2023;82;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;Septiembre de 2022;1er año;446081.175;514751.8399999999;598729.784;756618.139;931226.5779999999
2022-2023;83;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;Septiembre de 2022;1er año;413659.992;466975.75099999993;557804.6109999999;657945.8589999999;730261.4929999999
2022-2023;84;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;Septiembre de 2022;1er año;410643.29199999996;438684.828;508385.051;618493.6309999999;720466.239
2022-2023;85;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;Septiembre de 2022;1er año;418683.719;454312.983;524821.7495;600387.9504999999;707550.495
2022-2023;86;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;Septiembre de 2022;1er año;471140.63999999996;581192.281;780102.6149999999;1119179.792;1637679.324
2022-2023;87;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2022;1er año;454375.45099999994;539466.9064999999;693514.0129999999;895548.7169999998;1235426.1439999999
2022-2023;88;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;Septiembre de 2022;1er año;462469.42199999996;562428.116;708349.1444999999;1031183.9139999999;1517301.6449999998
2022-2023;89;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;Septiembre de 2022;1er año;666974.231;741518.2459999999;1005421.296;1391313.389;2021281.7319999998
2022-2023;90;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;Septiembre de 2022;1er año;462507.2519999999;556496.4689999999;792122.855;1205119.9489999998;1595599.657
2022-2023;91;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;Septiembre de 2022;1er año;626263.913;760496.878;978734.656;1281576.9009999998;1776128.9759999998
2022-2023;92;Tecnología;Institutos Profesionales;Técnico en Alimentos;Septiembre de 2022;1er año;531330.498;543802.9519999999;600764.65;775730.34;808974.2769999999
2022-2023;93;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;Septiembre de 2022;1er año;500200.19099999993;584658.3335;733571.715;1002595.7829999999;1314537.695
2022-2023;94;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;Septiembre de 2022;1er año;488385.25149999995;598348.477;840171.514;1191131.8699999999;1841342.852
