per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;anio_mat;mat_1er_anio_mujeres;mat_1er_anio_hombres;mat_1er_anio_total;mat_tot_mujeres;mat_tot_hombres;mat_total
2024-2025;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2024;111.0;11.0;122.0;222.0;19;241
2024-2025;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2024;639.0;888.0;1527.0;1434.0;1850;3284
2024-2025;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2024;4104.0;18.0;4122.0;9975.0;40;10015
2024-2025;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2024;1680.0;62.0;1742.0;4330.0;160;4490
2024-2025;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2024;984.0;168.0;1152.0;2633.0;386;3019
2024-2025;7;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;2024;64.0;65.0;129.0;138.0;149;287
2024-2025;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2024;3524.0;2089.0;5613.0;7047.0;4087;11134
2024-2025;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2024;313.0;75.0;388.0;1060.0;208;1268
2024-2025;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2024;2.0;5.0;7.0;19.0;22;41
2024-2025;14;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2024;731.0;266.0;997.0;1445.0;540;1985
2024-2025;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2024;261.0;212.0;473.0;604.0;449;1053
2024-2025;19;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2024;516.0;2516.0;3032.0;844.0;5105;5949
2024-2025;22;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2024;353.0;1742.0;2095.0;706.0;3514;4220
2024-2025;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2024;610.0;361.0;971.0;1544.0;825;2369
2024-2025;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2024;530.0;1553.0;2083.0;1151.0;3594;4745
2024-2025;29;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2024;203.0;2846.0;3049.0;364.0;5995;6359
2024-2025;31;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2024;6.0;80.0;86.0;11.0;146;157
2024-2025;33;Salud;Centros de Formación Técnica;Técnico en Enfermería;2024;7609.0;1408.0;9017.0;18724.0;3429;22153
2024-2025;34;Salud;Centros de Formación Técnica;Técnico en Farmacia;2024;733.0;178.0;911.0;2118.0;534;2652
2024-2025;36;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2024;2728.0;2294.0;5022.0;5569.0;4687;10256
2024-2025;37;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2024;21.0;31.0;52.0;52.0;74;126
2024-2025;39;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2024;23.0;222.0;245.0;50.0;506;556
2024-2025;40;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2024;447.0;108.0;555.0;1229.0;296;1525
2024-2025;41;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2024;1092.0;1236.0;2328.0;2168.0;2492;4660
2024-2025;42;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2024;279.0;1723.0;2002.0;493.0;3407;3900
2024-2025;44;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2024;304.0;3604.0;3908.0;449.0;6551;7000
2024-2025;45;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2024;57.0;475.0;532.0;82.0;958;1040
2024-2025;47;Tecnología;Centros de Formación Técnica;Técnico en Metalurgia;2024;54.0;65.0;119.0;65.0;91;156
2024-2025;48;Tecnología;Centros de Formación Técnica;Técnico en Minería;2024;371.0;508.0;879.0;582.0;932;1514
2024-2025;51;Salud;Centros de Formación Técnica;Técnico en Podología;2024;537.0;36.0;573.0;1580.0;89;1669
2024-2025;52;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2024;510.0;372.0;882.0;604.0;565;1169
2024-2025;53;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2024;;;;;10;10
2024-2025;54;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2024;4.0;2.0;6.0;35.0;36;71
2024-2025;55;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2024;78.0;40.0;118.0;174.0;102;276
2024-2025;56;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2024;74.0;24.0;98.0;175.0;64;239
2024-2025;57;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2024;17.0;218.0;235.0;24.0;407;431
2024-2025;59;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2024;1267.0;215.0;1482.0;3020.0;490;3510
2024-2025;60;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2024;29.0;271.0;300.0;43.0;501;544
2024-2025;62;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2024;73.0;309.0;382.0;204.0;773;977
2024-2025;64;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2024;594.0;319.0;913.0;1201.0;696;1897
2024-2025;66;Derecho;Centros de Formación Técnica;Técnico Jurídico;2024;323.0;113.0;436.0;822.0;266;1088
2024-2025;67;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2024;204.0;51.0;255.0;496.0;144;640
2024-2025;68;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;2024;991.0;303.0;1294.0;2313.0;666;2979
2024-2025;70;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2024;3712.0;2328.0;6040.0;15976.0;9128;25104
2024-2025;71;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2024;927.0;835.0;1762.0;4092.0;3480;7572
2024-2025;72;Ciencias Sociales;Institutos Profesionales;Administración Pública;2024;757.0;437.0;1194.0;3285.0;2101;5386
2024-2025;73;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2024;755.0;354.0;1109.0;2705.0;1444;4149
2024-2025;74;Arte y Arquitectura;Institutos Profesionales;Animación Digital;2024;346.0;332.0;678.0;1004.0;1012;2016
2024-2025;75;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2024;266.0;448.0;714.0;820.0;1634;2454
2024-2025;76;Tecnología;Institutos Profesionales;Construcción Civil;2024;390.0;1674.0;2064.0;1774.0;7402;9176
2024-2025;77;Administración y Comercio;Institutos Profesionales;Contador Auditor;2024;1983.0;1291.0;3274.0;7895.0;4805;12700
2024-2025;78;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2024;242.0;34.0;276.0;739.0;111;850
2024-2025;79;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2024;373.0;88.0;461.0;1258.0;233;1491
2024-2025;80;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2024;1100.0;770.0;1870.0;3602.0;2727;6329
2024-2025;81;Tecnología;Institutos Profesionales;Diseño Industrial;2024;105.0;74.0;179.0;373.0;372;745
2024-2025;82;Salud;Institutos Profesionales;Fonoaudiología;2024;157.0;15.0;172.0;583.0;54;637
2024-2025;84;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2024;356.0;487.0;843.0;1828.0;2442;4270
2024-2025;87;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2024;122.0;1200.0;1322.0;350.0;4389;4739
2024-2025;88;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2024;750.0;559.0;1309.0;2040.0;1693;3733
2024-2025;89;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2024;1021.0;6073.0;7094.0;3012.0;20644;23656
2024-2025;90;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2024;184.0;1351.0;1535.0;485.0;4312;4797
2024-2025;91;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2024;325.0;1429.0;1754.0;1308.0;5206;6514
2024-2025;93;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2024;215.0;3079.0;3294.0;624.0;12419;13043
2024-2025;96;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2024;737.0;568.0;1305.0;2945.0;2266;5211
2024-2025;97;Ciencias Básicas;Institutos Profesionales;Ingeniería en Geomensura y Cartografía;2024;39.0;141.0;180.0;185.0;779;964
2024-2025;98;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2024;246.0;138.0;384.0;913.0;489;1402
2024-2025;100;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2024;1313.0;1734.0;3047.0;4117.0;5973;10090
2024-2025;101;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2024;818.0;567.0;1385.0;2149.0;1770;3919
2024-2025;103;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2024;398.0;4682.0;5080.0;1086.0;18995;20081
2024-2025;104;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2024;139.0;103.0;242.0;519.0;407;926
2024-2025;105;Tecnología;Institutos Profesionales;Ingeniería en Metalurgia;2024;68.0;113.0;181.0;286.0;417;703
2024-2025;106;Tecnología;Institutos Profesionales;Ingeniería en Minas;2024;579.0;1294.0;1873.0;1636.0;3597;5233
2024-2025;107;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2024;1019.0;886.0;1905.0;3939.0;3769;7708
2024-2025;108;Tecnología;Institutos Profesionales;Ingeniería en Química;2024;60.0;37.0;97.0;235.0;152;387
2024-2025;109;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2024;1646.0;440.0;2086.0;5753.0;1608;7361
2024-2025;110;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2024;1.0;41.0;42.0;9.0;115;124
2024-2025;111;Administración y Comercio;Institutos Profesionales;Ingeniería en Seguridad Privada;2024;128.0;451.0;579.0;646.0;2541;3187
2024-2025;112;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2024;60.0;582.0;642.0;152.0;1694;1846
2024-2025;113;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2024;32.0;239.0;271.0;146.0;1188;1334
2024-2025;114;Tecnología;Institutos Profesionales;Ingeniería Industrial;2024;585.0;3065.0;3650.0;1290.0;8803;10093
2024-2025;116;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2024;3.0;86.0;89.0;69.0;1302;1371
2024-2025;117;Salud;Institutos Profesionales;Kinesiología;2024;203.0;186.0;389.0;747.0;644;1391
2024-2025;118;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2024;182.0;498.0;680.0;547.0;1489;2036
2024-2025;120;Educación;Institutos Profesionales;Psicopedagogía;2024;2226.0;201.0;2427.0;9669.0;716;10385
2024-2025;121;Ciencias Sociales;Institutos Profesionales;Publicidad;2024;331.0;173.0;504.0;1048.0;717;1765
2024-2025;123;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2024;163.0;35.0;198.0;620.0;174;794
2024-2025;124;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2024;100.0;178.0;278.0;293.0;529;822
2024-2025;125;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2024;4035.0;19.0;4054.0;10158.0;38;10196
2024-2025;126;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2024;1805.0;78.0;1883.0;4528.0;175;4703
2024-2025;127;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2024;1016.0;187.0;1203.0;3183.0;561;3744
2024-2025;128;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2024;2993.0;1771.0;4764.0;8378.0;4806;13184
2024-2025;129;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2024;509.0;124.0;633.0;1765.0;428;2193
2024-2025;130;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2024;113.0;774.0;887.0;226.0;1594;1820
2024-2025;133;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2024;41.0;26.0;67.0;167.0;157;324
2024-2025;134;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;2024;506.0;266.0;772.0;1352.0;734;2086
2024-2025;135;Tecnología;Institutos Profesionales;Técnico en Alimentos;2024;24.0;8.0;32.0;65.0;24;89
2024-2025;139;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2024;300.0;252.0;552.0;757.0;654;1411
2024-2025;140;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2024;664.0;2762.0;3426.0;1475.0;7373;8848
2024-2025;141;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2024;60.0;158.0;218.0;149.0;462;611
2024-2025;143;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2024;209.0;1473.0;1682.0;574.0;3668;4242
2024-2025;144;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2024;954.0;441.0;1395.0;2916.0;1262;4178
2024-2025;145;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2024;238.0;136.0;374.0;532.0;336;868
2024-2025;146;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2024;308.0;1285.0;1593.0;786.0;3130;3916
2024-2025;147;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2024;108.0;172.0;280.0;327.0;578;905
2024-2025;149;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2024;257.0;167.0;424.0;580.0;440;1020
2024-2025;150;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2024;134.0;2594.0;2728.0;304.0;6235;6539
2024-2025;151;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2024;36.0;185.0;221.0;65.0;506;571
2024-2025;153;Salud;Institutos Profesionales;Técnico en Enfermería;2024;5369.0;1307.0;6676.0;17725.0;3825;21550
2024-2025;154;Salud;Institutos Profesionales;Técnico en Farmacia;2024;397.0;145.0;542.0;971.0;376;1347
2024-2025;156;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2024;466.0;516.0;982.0;1150.0;1239;2389
2024-2025;157;Ciencias Básicas;Institutos Profesionales;Técnico en Geología;2024;18.0;47.0;65.0;63.0;132;195
2024-2025;159;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2024;200.0;1551.0;1751.0;448.0;4054;4502
2024-2025;160;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2024;280.0;55.0;335.0;620.0;158;778
2024-2025;161;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2024;925.0;1840.0;2765.0;2252.0;4505;6757
2024-2025;162;Tecnología;Institutos Profesionales;Técnico en Mantenimiento Industrial;2024;42.0;715.0;757.0;97.0;1624;1721
2024-2025;163;Salud;Institutos Profesionales;Técnico en Masoterapia;2024;199.0;91.0;290.0;680.0;309;989
2024-2025;164;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2024;150.0;2021.0;2171.0;291.0;4729;5020
2024-2025;167;Tecnología;Institutos Profesionales;Técnico en Minería;2024;396.0;1245.0;1641.0;784.0;2744;3528
2024-2025;169;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2024;1206.0;65.0;1271.0;4389.0;161;4550
2024-2025;170;Salud;Institutos Profesionales;Técnico en Podología;2024;883.0;92.0;975.0;2509.0;230;2739
2024-2025;171;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2024;682.0;648.0;1330.0;1882.0;1910;3792
2024-2025;178;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2024;109.0;58.0;167.0;262.0;150;412
2024-2025;179;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2024;50.0;19.0;69.0;132.0;62;194
2024-2025;181;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2024;1825.0;333.0;2158.0;5547.0;972;6519
2024-2025;182;Tecnología;Institutos Profesionales;Técnico en Sonido;2024;36.0;335.0;371.0;89.0;1024;1113
2024-2025;183;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2024;13.0;246.0;259.0;36.0;699;735
2024-2025;185;Tecnología;Institutos Profesionales;Técnico en Topografía;2024;35.0;344.0;379.0;109.0;757;866
2024-2025;186;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2024;122.0;59.0;181.0;239.0;157;396
2024-2025;188;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2024;364.0;201.0;565.0;993.0;628;1621
2024-2025;189;Derecho;Institutos Profesionales;Técnico Jurídico;2024;531.0;203.0;734.0;1447.0;579;2026
2024-2025;190;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2024;139.0;48.0;187.0;398.0;170;568
2024-2025;191;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2024;523.0;145.0;668.0;1187.0;314;1501
2024-2025;192;Salud;Institutos Profesionales;Terapia Ocupacional;2024;287.0;31.0;318.0;1154.0;190;1344
2024-2025;193;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2024;3632.0;662.0;4294.0;17054.0;2927;19981
2024-2025;195;Arte y Arquitectura;Universidades;Actuación y Teatro;2024;214.0;110.0;324.0;918.0;415;1333
2024-2025;196;Administración y Comercio;Universidades;Administración de Empresas e Ing. Asociadas;2024;571.0;432.0;1003.0;4937.0;3155;8092
2024-2025;198;Ciencias Sociales;Universidades;Administración Pública;2024;942.0;743.0;1685.0;4199.0;3697;7897
2024-2025;199;Administración y Comercio;Universidades;Administración Turística y Hotelera;2024;320.0;163.0;483.0;1214.0;762;1976
2024-2025;200;Agropecuaria;Universidades;Agronomía;2024;594.0;850.0;1444.0;2848.0;4107;6955
2024-2025;203;Ciencias Sociales;Universidades;Antropología;2024;258.0;189.0;447.0;1416.0;842;2258
2024-2025;205;Arte y Arquitectura;Universidades;Arquitectura;2024;1987.0;1476.0;3463.0;9133.0;7754;16888
2024-2025;206;Arte y Arquitectura;Universidades;Artes y Licenciatura en Artes;2024;703.0;229.0;933.0;2592.0;824;3417
2024-2025;208;Ciencias Básicas;Universidades;Biología;2024;189.0;140.0;329.0;772.0;581;1353
2024-2025;209;Ciencias Básicas;Universidades;Biología Marina y Ecología Marina;2024;315.0;203.0;518.0;1077.0;871;1948
2024-2025;210;Ciencias Básicas;Universidades;Bioquímica;2024;332.0;248.0;580.0;1638.0;1248;2887
2024-2025;211;Ciencias Sociales;Universidades;Ciencias Políticas;2024;205.0;165.0;370.0;885.0;811;1696
2024-2025;212;Arte y Arquitectura;Universidades;Comunicación Audiovisual y/o Multimedia;2024;140.0;189.0;329.0;560.0;830;1390
2024-2025;214;Tecnología;Universidades;Construcción Civil;2024;122.0;383.0;505.0;549.0;1779;2328
2024-2025;215;Administración y Comercio;Universidades;Contador Auditor;2024;1297.0;1172.0;2469.0;6283.0;5116;11399
2024-2025;216;Derecho;Universidades;Derecho;2024;5702.0;4474.0;10176.0;27127.0;21021;48149
2024-2025;217;Arte y Arquitectura;Universidades;Diseño;2024;1129.0;275.0;1404.0;4987.0;1340;6327
2024-2025;220;Arte y Arquitectura;Universidades;Diseño Gráfico;2024;271.0;203.0;474.0;1151.0;828;1980
2024-2025;221;Tecnología;Universidades;Diseño Industrial;2024;104.0;50.0;154.0;327.0;244;571
2024-2025;223;Salud;Universidades;Enfermería;2024;6059.0;1407.0;7466.0;29417.0;6892;36309
2024-2025;226;Salud;Universidades;Fonoaudiología;2024;1474.0;189.0;1663.0;7006.0;830;7836
2024-2025;227;Ciencias Sociales;Universidades;Geografía;2024;68.0;132.0;200.0;462.0;752;1214
2024-2025;228;Ciencias Básicas;Universidades;Geología;2024;339.0;493.0;832.0;1617.0;2482;4099
2024-2025;233;Tecnología;Universidades;Ingeniería Civil Ambiental;2024;118.0;118.0;236.0;666.0;551;1217
2024-2025;235;Tecnología;Universidades;Ingeniería Civil Eléctrica;2024;86.0;765.0;851.0;461.0;4239;4700
2024-2025;236;Tecnología;Universidades;Ingeniería Civil Electrónica;2024;57.0;432.0;489.0;231.0;2170;2401
2024-2025;238;Tecnología;Universidades;Ingeniería Civil en Computación e Informática;2024;602.0;3360.0;3962.0;1978.0;14085;16063
2024-2025;244;Tecnología;Universidades;Ingeniería Civil en Minas;2024;437.0;867.0;1304.0;1634.0;4186;5820
2024-2025;245;Tecnología;Universidades;Ingeniería Civil en Obras Civiles;2024;132.0;436.0;568.0;704.0;2231;2935
2024-2025;248;Tecnología;Universidades;Ingeniería Civil Industrial;2024;1553.0;3237.0;4790.0;9747.0;23534;33281
