per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;anio_mat;mat_1er_anio_mujeres;mat_1er_anio_hombres;mat_1er_anio_total;mat_tot_mujeres;mat_tot_hombres;mat_total
2021-2022;89;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;2021;244.0;187.0;431.0;840.0;608;1448
2021-2022;90;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;2021;14.0;8.0;22.0;66.0;32;98
2021-2022;91;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;2021;278.0;235.0;513.0;691.0;608;1299
2021-2022;92;Tecnología;Instituto Profesional;Técnico en Computación e Informática;2021;381.0;2385.0;2766.0;868.0;5872;6740
2021-2022;93;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;2021;108.0;215.0;323.0;297.0;718;1015
2021-2022;94;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;2021;391.0;2369.0;2760.0;929.0;5252;6181
2021-2022;95;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;2021;1077.0;590.0;1667.0;2720.0;1316;4036
2021-2022;96;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;2021;290.0;178.0;468.0;819.0;465;1284
2021-2022;97;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;2021;306.0;963.0;1269.0;882.0;2793;3675
2021-2022;98;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;2021;153.0;237.0;390.0;442.0;690;1132
2021-2022;99;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;2021;198.0;182.0;380.0;399.0;410;809
2021-2022;100;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2021;86.0;1993.0;2079.0;189.0;4711;4900
2021-2022;101;Tecnología;Instituto Profesional;Técnico en Electromecánica;2021;29.0;187.0;216.0;49.0;635;684
2021-2022;102;Salud;Instituto Profesional;Técnico en Enfermería;2021;8623.0;2015.0;10638.0;20670.0;4117;24787
2021-2022;103;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2021;440.0;487.0;927.0;1128.0;1169;2297
2021-2022;104;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2021;122.0;1668.0;1790.0;233.0;3494;3727
2021-2022;105;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2021;269.0;53.0;322.0;781.0;161;942
2021-2022;106;Administración y Comercio;Instituto Profesional;Técnico en Logística;2021;818.0;1750.0;2568.0;1755.0;3775;5530
2021-2022;107;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2021;26.0;552.0;578.0;53.0;1362;1415
2021-2022;108;Salud;Instituto Profesional;Técnico en Masoterapia;2021;306.0;124.0;430.0;791.0;281;1072
2021-2022;109;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2021;98.0;1949.0;2047.0;204.0;4730;4934
2021-2022;110;Tecnología;Instituto Profesional;Técnico en Minería y Metalurgia;2021;198.0;851.0;1049.0;427.0;1750;2177
2021-2022;111;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;2021;50.0;13.0;63.0;151.0;31;182
2021-2022;112;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2021;2221.0;110.0;2331.0;4855.0;201;5056
2021-2022;113;Salud;Instituto Profesional;Técnico en Podología;2021;581.0;59.0;640.0;995.0;95;1090
2021-2022;114;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2021;596.0;783.0;1379.0;1203.0;1609;2812
2021-2022;115;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2021;101.0;58.0;159.0;349.0;152;501
2021-2022;116;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2021;20.0;15.0;35.0;188.0;112;300
2021-2022;117;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2021;3298.0;646.0;3944.0;8055.0;1552;9607
2021-2022;118;Tecnología;Instituto Profesional;Técnico en Sonido;2021;24.0;493.0;517.0;77.0;1167;1244
2021-2022;119;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2021;26.0;405.0;431.0;30.0;539;569
2021-2022;120;Tecnología;Instituto Profesional;Técnico en Topografía;2021;61.0;217.0;278.0;146.0;600;746
2021-2022;121;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2021;446.0;297.0;743.0;1429.0;964;2393
2021-2022;122;Derecho;Instituto Profesional;Técnico Jurídico;2021;814.0;325.0;1139.0;1779.0;719;2498
2021-2022;123;Salud;Instituto Profesional;Técnico Laboratorista Dental;2021;185.0;81.0;266.0;343.0;151;494
2021-2022;124;Agropecuaria;Instituto Profesional;Técnico Veterinario;2021;251.0;44.0;295.0;671.0;157;828
2021-2022;125;Salud;Instituto Profesional;Terapia Ocupacional;2021;223.0;35.0;258.0;1555.0;267;1822
2021-2022;126;Ciencias Sociales;Instituto Profesional;Trabajo Social;2021;3577.0;744.0;4321.0;13085.0;2692;15777
2020-2021;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;2020;102.0;7.0;109.0;338.0;22;360
2020-2021;2;Salud;Centro de Formación Técnica;Técnico Agente o Visitador Médico;2020;0.0;0.0;0.0;13.0;4;17
2020-2021;3;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;2020;607.0;949.0;1556.0;1410.0;2199;3609
2020-2021;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;2020;4393.0;8.0;4401.0;11401.0;13;11414
2020-2021;5;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;2020;1842.0;60.0;1902.0;4290.0;147;4437
2020-2021;6;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;2020;1027.0;164.0;1191.0;2680.0;408;3088
2020-2021;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;2020;3154.0;2058.0;5212.0;7525.0;4759;12284
2020-2021;8;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2020;356.0;117.0;473.0;1092.0;300;1392
2020-2021;9;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;2020;19.0;107.0;126.0;30.0;184;214
2020-2021;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;2020;57.0;50.0;107.0;117.0;91;208
2020-2021;11;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;2020;34.0;31.0;65.0;77.0;60;137
2020-2021;12;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;2020;465.0;148.0;613.0;941.0;315;1256
2020-2021;13;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;2020;258.0;220.0;478.0;532.0;474;1006
2020-2021;14;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;2020;255.0;1808.0;2063.0;628.0;4732;5360
2020-2021;15;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;2020;237.0;1311.0;1548.0;563.0;3004;3567
2020-2021;16;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;2020;801.0;426.0;1227.0;2049.0;972;3021
2020-2021;17;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2020;450.0;1372.0;1822.0;1074.0;3124;4198
2020-2021;18;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2020;87.0;2079.0;2166.0;206.0;5085;5291
2020-2021;19;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2020;19.0;216.0;235.0;36.0;438;474
2020-2021;20;Salud;Centro de Formación Técnica;Técnico en Enfermería;2020;5277.0;1104.0;6381.0;14185.0;2670;16855
2020-2021;21;Salud;Centro de Formación Técnica;Técnico en Farmacia;2020;502.0;125.0;627.0;1048.0;289;1337
2020-2021;22;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;2020;2072.0;1974.0;4046.0;4146.0;3817;7963
2020-2021;23;Ciencias Básicas;Centro de Formación Técnica;Técnico en Geominería;2020;17.0;29.0;46.0;57.0;86;143
2020-2021;24;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2020;142.0;1575.0;1717.0;256.0;3448;3704
2020-2021;25;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;2020;391.0;127.0;518.0;1074.0;293;1367
2020-2021;26;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;2020;697.0;947.0;1644.0;1447.0;2063;3510
2020-2021;27;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;2020;186.0;1657.0;1843.0;326.0;3617;3943
2020-2021;28;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;2020;93.0;2974.0;3067.0;187.0;5964;6151
2020-2021;29;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;2020;11.0;382.0;393.0;28.0;951;979
2020-2021;30;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;2020;140.0;282.0;422.0;323.0;670;993
2020-2021;31;Salud;Centro de Formación Técnica;Técnico en Podología;2020;311.0;18.0;329.0;804.0;69;873
2020-2021;32;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;2020;25.0;38.0;63.0;308.0;275;583
2020-2021;33;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;2020;10.0;102.0;112.0;11.0;201;212
2020-2021;34;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2020;191.0;218.0;409.0;372.0;464;836
2020-2021;35;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);2020;91.0;67.0;158.0;259.0;181;440
2020-2021;36;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;2020;72.0;27.0;99.0;199.0;80;279
2020-2021;37;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;2020;6.0;142.0;148.0;13.0;296;309
2020-2021;38;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;2020;1165.0;207.0;1372.0;2731.0;449;3180
2020-2021;39;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;2020;49.0;484.0;533.0;93.0;956;1049
2020-2021;40;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2020;68.0;13.0;81.0;212.0;31;243
2020-2021;41;Tecnología;Centro de Formación Técnica;Técnico en Topografía;2020;115.0;388.0;503.0;283.0;1006;1289
2020-2021;42;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;2020;771.0;552.0;1323.0;1582.0;1143;2725
2020-2021;43;Derecho;Centro de Formación Técnica;Técnico Jurídico;2020;282.0;106.0;388.0;687.0;255;942
2020-2021;44;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;2020;117.0;44.0;161.0;330.0;126;456
2020-2021;45;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;2020;512.0;211.0;723.0;1053.0;440;1493
2020-2021;46;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;2020;2603.0;1823.0;4426.0;12823.0;8031;20854
2020-2021;47;Administración y Comercio;Instituto Profesional;Administración Gastronómica;2020;842.0;793.0;1635.0;3520.0;2874;6394
2020-2021;48;Ciencias Sociales;Instituto Profesional;Administración Pública;2020;565.0;340.0;905.0;1824.0;1001;2825
2020-2021;49;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;2020;991.0;450.0;1441.0;3097.0;1652;4749
2020-2021;50;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;2020;164.0;353.0;517.0;619.0;1388;2007
2020-2021;51;Tecnología;Instituto Profesional;Construcción Civil;2020;415.0;1823.0;2238.0;1884.0;8896;10780
2020-2021;52;Administración y Comercio;Instituto Profesional;Contador Auditor;2020;1863.0;1089.0;2952.0;7580.0;4486;12066
2020-2021;53;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;2020;140.0;26.0;166.0;540.0;100;640
2020-2021;54;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;2020;336.0;63.0;399.0;1207.0;170;1377
2020-2021;55;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;2020;956.0;995.0;1951.0;3006.0;3152;6158
2020-2021;56;Tecnología;Instituto Profesional;Diseño Industrial;2020;95.0;106.0;201.0;296.0;394;690
2020-2021;57;Arte y Arquitectura;Instituto Profesional;Fotografía;2020;93.0;72.0;165.0;329.0;211;540
2020-2021;58;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;2020;457.0;577.0;1034.0;1644.0;2411;4055
2020-2021;59;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;2020;381.0;313.0;694.0;1395.0;1159;2554
2020-2021;60;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;2020;363.0;2795.0;3158.0;1234.0;10074;11308
2020-2021;61;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;2020;119.0;758.0;877.0;323.0;2942;3265
2020-2021;62;Tecnología;Instituto Profesional;Ingeniería en Construcción;2020;343.0;924.0;1267.0;1548.0;5285;6833
2020-2021;63;Tecnología;Instituto Profesional;Ingeniería en Electricidad;2020;64.0;1251.0;1315.0;232.0;4697;4929
2020-2021;64;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;2020;439.0;251.0;690.0;1579.0;897;2476
2020-2021;65;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;2020;189.0;126.0;315.0;910.0;497;1407
2020-2021;66;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;2020;412.0;461.0;873.0;1154.0;1699;2853
2020-2021;67;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;2020;331.0;291.0;622.0;1416.0;1381;2797
2020-2021;68;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;2020;158.0;3755.0;3913.0;586.0;16020;16606
2020-2021;69;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;2020;154.0;135.0;289.0;589.0;517;1106
2020-2021;70;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;2020;353.0;532.0;885.0;1292.0;2331;3623
2020-2021;71;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;2020;642.0;655.0;1297.0;4097.0;4119;8216
2020-2021;72;Tecnología;Instituto Profesional;Ingeniería en Química;2020;101.0;96.0;197.0;457.0;312;769
2020-2021;73;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;2020;917.0;306.0;1223.0;4914.0;1557;6471
2020-2021;74;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;2020;2.0;112.0;114.0;24.0;461;485
2020-2021;75;Tecnología;Instituto Profesional;Ingeniería en Sonido;2020;16.0;289.0;305.0;68.0;980;1048
2020-2021;76;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;2020;71.0;461.0;532.0;242.0;1943;2185
2020-2021;77;Tecnología;Instituto Profesional;Ingeniería Industrial;2020;103.0;767.0;870.0;333.0;2683;3016
2020-2021;78;Tecnología;Instituto Profesional;Ingeniería Mecánica;2020;77.0;965.0;1042.0;230.0;4586;4816
2020-2021;79;Salud;Instituto Profesional;Kinesiología;2020;105.0;105.0;210.0;637.0;481;1118
2020-2021;80;Arte y Arquitectura;Instituto Profesional;Música, Canto o Danza;2020;159.0;454.0;613.0;478.0;1258;1736
2020-2021;81;Salud;Instituto Profesional;Nutrición y Dietética;2020;70.0;27.0;97.0;542.0;109;651
2020-2021;82;Educación;Instituto Profesional;Pedagogía en Educación de Párvulos;2020;2.0;0.0;2.0;17.0;16;33
2020-2021;83;Educación;Instituto Profesional;Pedagogía en Educación Diferencial;2020;0.0;0.0;0.0;4.0;0;4
2020-2021;84;Educación;Instituto Profesional;Pedagogía en Idiomas;2020;0.0;0.0;0.0;1.0;2;3
2020-2021;85;Educación;Instituto Profesional;Psicopedagogía;2020;1902.0;212.0;2114.0;7884.0;774;8658
2020-2021;86;Ciencias Sociales;Instituto Profesional;Publicidad;2020;227.0;207.0;434.0;870.0;935;1805
2020-2021;87;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;2020;171.0;68.0;239.0;701.0;311;1012
2020-2021;88;Agropecuaria;Instituto Profesional;Técnico Agropecuario;2020;167.0;247.0;414.0;425.0;696;1121
2020-2021;89;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;2020;4860.0;10.0;4870.0;14507.0;24;14531
2020-2021;90;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;2020;2128.0;93.0;2221.0;5928.0;224;6152
2020-2021;91;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;2020;1258.0;192.0;1450.0;3497.0;523;4020
2020-2021;92;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;2020;3343.0;2396.0;5739.0;9489.0;6518;16007
2020-2021;93;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;2020;781.0;255.0;1036.0;2476.0;757;3233
2020-2021;94;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;2020;78.0;677.0;755.0;183.0;1849;2032
2020-2021;95;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;2020;23.0;23.0;46.0;119.0;90;209
2020-2021;96;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;2020;332.0;260.0;592.0;1195.0;854;2049
2020-2021;97;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;2020;26.0;15.0;41.0;67.0;26;93
2020-2021;98;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;2020;241.0;215.0;456.0;680.0;675;1355
2020-2021;99;Tecnología;Instituto Profesional;Técnico en Computación e Informática;2020;330.0;2267.0;2597.0;743.0;5595;6338
2020-2021;100;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;2020;107.0;283.0;390.0;288.0;814;1102
2020-2021;101;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;2020;370.0;2394.0;2764.0;954.0;5776;6730
2020-2021;102;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;2020;836.0;476.0;1312.0;2473.0;1198;3671
2020-2021;103;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;2020;327.0;175.0;502.0;928.0;504;1432
2020-2021;104;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;2020;357.0;1270.0;1627.0;1061.0;3587;4648
2020-2021;105;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;2020;183.0;272.0;455.0;481.0;792;1273
2020-2021;106;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;2020;122.0;141.0;263.0;337.0;397;734
2020-2021;107;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2020;99.0;2106.0;2205.0;196.0;4923;5119
2020-2021;108;Tecnología;Instituto Profesional;Técnico en Electromecánica;2020;12.0;296.0;308.0;30.0;818;848
2020-2021;109;Salud;Instituto Profesional;Técnico en Enfermería;2020;6713.0;1382.0;8095.0;18849.0;3451;22300
2020-2021;110;Arte y Arquitectura;Instituto Profesional;Técnico en Fotografía;2020;32.0;38.0;70.0;89.0;96;185
2020-2021;111;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2020;435.0;527.0;962.0;1235.0;1317;2552
2020-2021;112;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2020;86.0;1180.0;1266.0;178.0;2507;2685
2020-2021;113;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2020;241.0;51.0;292.0;710.0;165;875
2020-2021;114;Administración y Comercio;Instituto Profesional;Técnico en Logística;2020;624.0;1387.0;2011.0;1469.0;3044;4513
2020-2021;115;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2020;25.0;622.0;647.0;49.0;1595;1644
2020-2021;116;Salud;Instituto Profesional;Técnico en Masoterapia;2020;228.0;109.0;337.0;761.0;283;1044
2020-2021;117;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2020;88.0;2189.0;2277.0;198.0;5628;5826
2020-2021;118;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2020;2122.0;104.0;2226.0;4502.0;203;4705
2020-2021;119;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2020;313.0;415.0;728.0;972.0;1224;2196
2020-2021;120;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2020;127.0;47.0;174.0;360.0;145;505
2020-2021;121;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2020;56.0;56.0;112.0;347.0;171;518
2020-2021;122;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2020;2811.0;684.0;3495.0;7742.0;1665;9407
2020-2021;123;Tecnología;Instituto Profesional;Técnico en Sonido;2020;41.0;477.0;518.0;91.0;1187;1278
2020-2021;124;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2020;3.0;93.0;96.0;11.0;200;211
2020-2021;125;Tecnología;Instituto Profesional;Técnico en Topografía;2020;59.0;216.0;275.0;178.0;695;873
2020-2021;126;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;2020;187.0;119.0;306.0;374.0;243;617
2020-2021;127;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2020;622.0;455.0;1077.0;1700.0;1166;2866
2020-2021;128;Derecho;Instituto Profesional;Técnico Jurídico;2020;634.0;287.0;921.0;1409.0;598;2007
2020-2021;129;Salud;Instituto Profesional;Técnico Laboratorista Dental;2020;84.0;35.0;119.0;263.0;119;382
2020-2021;130;Agropecuaria;Instituto Profesional;Técnico Veterinario;2020;204.0;50.0;254.0;611.0;171;782
2020-2021;131;Salud;Instituto Profesional;Terapia Ocupacional;2020;331.0;65.0;396.0;1433.0;265;1698
2020-2021;132;Ciencias Sociales;Instituto Profesional;Trabajo Social;2020;2485.0;553.0;3038.0;10288.0;2264;12552
2019-2020;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2019;158.0;16.0;174.0;508.0;32;540
2019-2020;2;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2019;0.0;0.0;0.0;41.0;15;56
2019-2020;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2019;695.0;1153.0;1848.0;1513.0;2465;3978
2019-2020;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2019;4478.0;6.0;4484.0;11465.0;14;11479
2019-2020;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2019;1668.0;69.0;1737.0;4323.0;174;4497
2019-2020;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2019;1108.0;171.0;1279.0;2628.0;392;3020
2019-2020;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2019;3871.0;2605.0;6476.0;8352.0;5544;13896
2019-2020;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2019;514.0;162.0;676.0;1363.0;371;1734
2019-2020;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2019;5.0;50.0;55.0;12.0;117;129
2019-2020;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2019;50.0;55.0;105.0;145.0;102;247
2019-2020;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2019;37.0;37.0;74.0;99.0;72;171
2019-2020;12;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2019;323.0;88.0;411.0;724.0;269;993
2019-2020;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2019;253.0;257.0;510.0;514.0;489;1003
2019-2020;14;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2019;256.0;1834.0;2090.0;601.0;4634;5235
2019-2020;15;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2019;334.0;1770.0;2104.0;714.0;3754;4468
2019-2020;16;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2019;979.0;461.0;1440.0;2173.0;1048;3221
2019-2020;17;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2019;480.0;1448.0;1928.0;1142.0;3369;4511
2019-2020;18;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2019;0.0;0.0;0.0;5.0;2;7
2019-2020;19;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2019;99.0;2134.0;2233.0;191.0;5130;5321
2019-2020;20;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2019;18.0;232.0;250.0;28.0;494;522
2019-2020;21;Salud;Centros de Formación Técnica;Técnico en Enfermería;2019;5591.0;1125.0;6716.0;15387.0;2947;18334
2019-2020;22;Salud;Centros de Formación Técnica;Técnico en Farmacia;2019;395.0;113.0;508.0;743.0;225;968
2019-2020;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2019;2139.0;1964.0;4103.0;4411.0;3976;8387
2019-2020;24;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2019;22.0;37.0;59.0;69.0;96;165
2019-2020;25;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2019;119.0;1681.0;1800.0;226.0;3684;3910
2019-2020;26;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2019;467.0;127.0;594.0;1184.0;319;1503
2019-2020;27;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2019;656.0;1074.0;1730.0;1277.0;2109;3386
2019-2020;28;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2019;135.0;2039.0;2174.0;253.0;4020;4273
2019-2020;29;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2019;112.0;3107.0;3219.0;203.0;6606;6809
2019-2020;30;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2019;14.0;502.0;516.0;27.0;1082;1109
2019-2020;31;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2019;159.0;330.0;489.0;308.0;657;965
2019-2020;32;Salud;Centros de Formación Técnica;Técnico en Podología;2019;315.0;34.0;349.0;1005.0;97;1102
2019-2020;33;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2019;255.0;129.0;384.0;798.0;736;1534
2019-2020;34;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2019;2.0;159.0;161.0;6.0;315;321
2019-2020;35;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2019;195.0;299.0;494.0;344.0;477;821
2019-2020;36;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2019;116.0;77.0;193.0;301.0;212;513
2019-2020;37;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2019;69.0;32.0;101.0;193.0;76;269
2019-2020;38;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2019;9.0;178.0;187.0;16.0;344;360
2019-2020;39;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2019;923.0;156.0;1079.0;2274.0;396;2670
2019-2020;40;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2019;63.0;512.0;575.0;109.0;1122;1231
2019-2020;41;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2019;139.0;20.0;159.0;375.0;65;440
2019-2020;42;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2019;143.0;551.0;694.0;356.0;1379;1735
