per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;per_tit_carr;coho_tit;anio_emp;tasa_emp
2021-2022;82;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;2do año;2014;2016;0.5309608540925267
2021-2022;83;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;2do año;2014;2016;0.41681574239713776
2021-2022;84;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;2do año;2014;2016;0.6518324607329843
2021-2022;85;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;2do año;2014;2016;0.7906287069988137
2021-2022;86;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;2do año;2014;2016;0.8036117381489842
2021-2022;87;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;2do año;2014;2016;0.76
2021-2022;88;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;2do año;2014;2016;s/i
2021-2022;89;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;2do año;2014;2016;0.8245931283905967
2021-2022;90;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;2do año;2014;2016;0.8461538461538461
2021-2022;91;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;2do año;2014;2016;0.82
2021-2022;92;Tecnología;Instituto Profesional;Técnico en Computación e Informática;2do año;2014;2016;0.8349328214971209
2021-2022;93;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;2do año;2014;2016;0.6290322580645161
2021-2022;94;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;2do año;2014;2016;0.6913809082483782
2021-2022;95;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;2do año;2014;2016;0.8337628865979382
2021-2022;96;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;2do año;2014;2016;0.810126582278481
2021-2022;97;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;2do año;2014;2016;0.49726027397260275
2021-2022;98;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;2do año;2014;2016;0.7419354838709677
2021-2022;99;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;2do año;2014;2016;0.46613545816733065
2021-2022;100;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2do año;2014;2016;0.7804878048780488
2021-2022;101;Tecnología;Instituto Profesional;Técnico en Electromecánica;2do año;2014;2016;0.8
2021-2022;102;Salud;Instituto Profesional;Técnico en Enfermería;2do año;2014;2016;0.6968686307207708
2021-2022;103;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2do año;2014;2016;0.5311475409836065
2021-2022;104;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2do año;2014;2016;0.8768472906403941
2021-2022;105;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2do año;2014;2016;0.640926640926641
2021-2022;106;Administración y Comercio;Instituto Profesional;Técnico en Logística;2do año;2014;2016;0.847682119205298
2021-2022;107;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2do año;2014;2016;0.8333333333333334
2021-2022;108;Salud;Instituto Profesional;Técnico en Masoterapia;2do año;2014;2016;0.3984375
2021-2022;109;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2do año;2014;2016;0.7522123893805309
2021-2022;110;Tecnología;Instituto Profesional;Técnico en Minería y Metalurgia;2do año;2014;2016;0.8125
2021-2022;111;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;2do año;2014;2016;0.6538461538461539
2021-2022;112;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2do año;2014;2016;0.37962962962962965
2021-2022;113;Salud;Instituto Profesional;Técnico en Podología;2do año;2014;2016;s/i
2021-2022;114;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2do año;2014;2016;0.6368356750152718
2021-2022;115;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2do año;2014;2016;0.71
2021-2022;116;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2do año;2014;2016;0.609271523178808
2021-2022;117;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2do año;2014;2016;0.5720720720720721
2021-2022;118;Tecnología;Instituto Profesional;Técnico en Sonido;2do año;2014;2016;0.5338345864661654
2021-2022;119;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2do año;2014;2016;0.826530612244898
2021-2022;120;Tecnología;Instituto Profesional;Técnico en Topografía;2do año;2014;2016;0.8877551020408163
2021-2022;121;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2do año;2014;2016;0.5217391304347826
2021-2022;122;Derecho;Instituto Profesional;Técnico Jurídico;2do año;2014;2016;0.6236933797909407
2021-2022;123;Salud;Instituto Profesional;Técnico Laboratorista Dental;2do año;2014;2016;s/i
2021-2022;124;Agropecuaria;Instituto Profesional;Técnico Veterinario;2do año;2014;2016;0.417910447761194
2021-2022;125;Salud;Instituto Profesional;Terapia Ocupacional;2do año;2014;2016;s/i
2021-2022;126;Ciencias Sociales;Instituto Profesional;Trabajo Social;2do año;2014;2016;0.7967213114754098
2021-2022;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;2do año;2015;2017;0.7296137339055794
2021-2022;2;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;2do año;2015;2017;0.5930470347648262
2021-2022;3;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;2do año;2015;2017;0.5424881033310673
2021-2022;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;2do año;2015;2017;0.38382352941176473
2021-2022;5;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;2do año;2015;2017;0.6627906976744186
2021-2022;6;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;2do año;2015;2017;0.730126582278481
2021-2022;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2do año;2015;2017;0.7494692144373672
2021-2022;8;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;2do año;2015;2017;s/i
2021-2022;9;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;2do año;2015;2017;0.92
2021-2022;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;2do año;2015;2017;0.8260869565217391
2021-2022;11;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;2do año;2015;2017;0.8709677419354839
2021-2022;12;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;2do año;2015;2017;0.7630331753554502
2021-2022;13;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;2do año;2015;2017;0.7817679558011049
2021-2022;14;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;2do año;2015;2017;0.6544622425629291
2021-2022;15;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;2do año;2015;2017;0.8101983002832861
2021-2022;16;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2do año;2015;2017;0.3986175115207373
2021-2022;17;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2do año;2015;2017;0.8012170385395537
2021-2022;18;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2do año;2015;2017;0.8023255813953488
2021-2022;19;Salud;Centro de Formación Técnica;Técnico en Enfermería;2do año;2015;2017;0.6917794781243869
2021-2022;20;Salud;Centro de Formación Técnica;Técnico en Farmacia;2do año;2015;2017;0.9663865546218487
2021-2022;21;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;2do año;2015;2017;0.4816955684007707
2021-2022;22;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2do año;2015;2017;0.8568019093078759
2021-2022;23;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;2do año;2015;2017;0.7138728323699421
2021-2022;24;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;2do año;2015;2017;0.8633540372670807
2021-2022;25;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;2do año;2015;2017;0.810368349249659
2021-2022;26;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;2do año;2015;2017;0.6904109589041096
2021-2022;27;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;2do año;2015;2017;0.8313253012048193
2021-2022;28;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;2do año;2015;2017;0.6587301587301587
2021-2022;29;Salud;Centro de Formación Técnica;Técnico en Podología;2do año;2015;2017;0.4413793103448276
2021-2022;30;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;2do año;2015;2017;0.5926416970500498
2021-2022;31;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;2do año;2015;2017;0.8679245283018868
2021-2022;32;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2do año;2015;2017;0.7534246575342466
2021-2022;33;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);2do año;2015;2017;0.7777777777777778
2021-2022;34;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;2do año;2015;2017;0.8524590163934426
2021-2022;35;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;2do año;2015;2017;0.8333333333333334
2021-2022;36;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;2do año;2015;2017;0.6467391304347826
2021-2022;37;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;2do año;2015;2017;0.717948717948718
2021-2022;38;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2do año;2015;2017;0.2976190476190476
2021-2022;39;Tecnología;Centro de Formación Técnica;Técnico en Topografía;2do año;2015;2017;0.7205882352941176
2021-2022;40;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;2do año;2015;2017;0.5270935960591133
2021-2022;41;Derecho;Centro de Formación Técnica;Técnico Jurídico;2do año;2015;2017;0.6515151515151515
2021-2022;42;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;2do año;2015;2017;0.45054945054945056
2021-2022;43;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;2do año;2015;2017;0.4931506849315068
2021-2022;44;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;2do año;2015;2017;0.8518370607028753
2021-2022;45;Administración y Comercio;Instituto Profesional;Administración Gastronómica;2do año;2015;2017;0.5359342915811088
2021-2022;46;Ciencias Sociales;Instituto Profesional;Administración Pública;2do año;2015;2017;0.9956236323851203
2021-2022;47;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;2do año;2015;2017;0.5797546012269938
2021-2022;48;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;2do año;2015;2017;0.5971731448763251
2021-2022;49;Tecnología;Instituto Profesional;Construcción Civil;2do año;2015;2017;0.8339021615472128
2021-2022;50;Administración y Comercio;Instituto Profesional;Contador Auditor;2do año;2015;2017;0.9128413712957583
2021-2022;51;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;2do año;2015;2017;0.6567164179104478
2021-2022;52;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;2do año;2015;2017;0.4928571428571429
2021-2022;53;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;2do año;2015;2017;0.5790190735694822
2021-2022;54;Tecnología;Instituto Profesional;Diseño Industrial;2do año;2015;2017;0.7032967032967034
2021-2022;55;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;2do año;2015;2017;0.7296416938110749
2021-2022;56;Tecnología;Instituto Profesional;Ingeniería en Automatización, Instrumentación y Control;2do año;2015;2017;s/i
2021-2022;57;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;2do año;2015;2017;0.8838383838383839
2021-2022;58;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;2do año;2015;2017;0.8843881856540085
2021-2022;59;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;2do año;2015;2017;0.9057071960297767
2021-2022;60;Tecnología;Instituto Profesional;Ingeniería en Construcción;2do año;2015;2017;0.7955555555555556
2021-2022;61;Tecnología;Instituto Profesional;Ingeniería en Electricidad;2do año;2015;2017;0.8533333333333334
2021-2022;62;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;2do año;2015;2017;0.9333333333333333
2021-2022;63;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;2do año;2015;2017;0.8936170212765957
2021-2022;64;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;2do año;2015;2017;0.8672566371681416
2021-2022;65;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;2do año;2015;2017;0.7889273356401384
2021-2022;66;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;2do año;2015;2017;0.8054187192118226
2021-2022;67;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;2do año;2015;2017;0.6744186046511628
2021-2022;68;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;2do año;2015;2017;0.8253968253968254
2021-2022;69;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;2do año;2015;2017;0.7398414271555996
2021-2022;70;Tecnología;Instituto Profesional;Ingeniería en Química;2do año;2015;2017;0.8247422680412371
2021-2022;71;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;2do año;2015;2017;0.8687615526802218
2021-2022;72;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;2do año;2015;2017;s/i
2021-2022;73;Administración y Comercio;Instituto Profesional;Ingeniería en Seguridad Privada;2do año;2015;2017;s/i
2021-2022;74;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;2do año;2015;2017;0.9163879598662207
2021-2022;75;Tecnología;Instituto Profesional;Ingeniería Industrial;2do año;2015;2017;0.9084967320261438
2021-2022;76;Tecnología;Instituto Profesional;Ingeniería Mecánica;2do año;2015;2017;0.851063829787234
2021-2022;77;Salud;Instituto Profesional;Kinesiología;2do año;2015;2017;0.5495495495495496
2021-2022;78;Educación;Instituto Profesional;Psicopedagogía;2do año;2015;2017;0.80546875
2021-2022;79;Ciencias Sociales;Instituto Profesional;Publicidad;2do año;2015;2017;0.7037037037037037
2021-2022;80;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;2do año;2015;2017;0.6655518394648829
2021-2022;81;Agropecuaria;Instituto Profesional;Técnico Agropecuario;2do año;2015;2017;0.6627906976744186
2021-2022;82;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;2do año;2015;2017;0.6382136800452233
2021-2022;83;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;2do año;2015;2017;0.3989290495314592
2021-2022;84;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;2do año;2015;2017;0.6291759465478842
2021-2022;85;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;2do año;2015;2017;0.7671568627450981
2021-2022;86;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;2do año;2015;2017;0.7808896210873146
2021-2022;87;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;2do año;2015;2017;0.8032407407407407
2021-2022;88;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;2do año;2015;2017;s/i
2021-2022;89;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;2do año;2015;2017;0.7648953301127214
2021-2022;90;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;2do año;2015;2017;0.9428571428571428
2021-2022;91;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;2do año;2015;2017;0.8208092485549133
2021-2022;92;Tecnología;Instituto Profesional;Técnico en Computación e Informática;2do año;2015;2017;0.7823613086770982
2021-2022;93;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;2do año;2015;2017;0.5170068027210885
2021-2022;94;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;2do año;2015;2017;0.6706827309236948
2021-2022;95;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;2do año;2015;2017;0.8051787916152897
2021-2022;96;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;2do año;2015;2017;0.8282442748091603
2021-2022;97;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;2do año;2015;2017;0.4929411764705882
2021-2022;98;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;2do año;2015;2017;0.6812227074235808
2021-2022;99;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;2do año;2015;2017;0.4669260700389105
2021-2022;100;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2do año;2015;2017;0.8106796116504854
2021-2022;101;Tecnología;Instituto Profesional;Técnico en Electromecánica;2do año;2015;2017;0.7269076305220884
2021-2022;102;Salud;Instituto Profesional;Técnico en Enfermería;2do año;2015;2017;0.6443784916201117
2021-2022;103;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2do año;2015;2017;0.5327868852459017
2021-2022;104;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2do año;2015;2017;0.8121212121212121
2021-2022;105;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2do año;2015;2017;0.569023569023569
2021-2022;106;Administración y Comercio;Instituto Profesional;Técnico en Logística;2do año;2015;2017;0.8851674641148325
2021-2022;107;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2do año;2015;2017;0.7752808988764045
2021-2022;108;Salud;Instituto Profesional;Técnico en Masoterapia;2do año;2015;2017;0.4589041095890411
2021-2022;109;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2do año;2015;2017;0.7204301075268817
2021-2022;110;Tecnología;Instituto Profesional;Técnico en Minería y Metalurgia;2do año;2015;2017;0.5982142857142857
2021-2022;111;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;2do año;2015;2017;0.5638297872340425
2021-2022;112;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2do año;2015;2017;0.3538011695906433
2021-2022;113;Salud;Instituto Profesional;Técnico en Podología;2do año;2015;2017;s/i
2021-2022;114;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2do año;2015;2017;0.608855242027988
2021-2022;115;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2do año;2015;2017;0.7788461538461539
2021-2022;116;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2do año;2015;2017;0.6549707602339181
2021-2022;117;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2do año;2015;2017;0.5642722117202268
2021-2022;118;Tecnología;Instituto Profesional;Técnico en Sonido;2do año;2015;2017;0.4888888888888889
2021-2022;119;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2do año;2015;2017;0.7692307692307693
2021-2022;120;Tecnología;Instituto Profesional;Técnico en Topografía;2do año;2015;2017;0.7698412698412699
2021-2022;121;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2do año;2015;2017;0.5205882352941177
2021-2022;122;Derecho;Instituto Profesional;Técnico Jurídico;2do año;2015;2017;0.652542372881356
2021-2022;123;Salud;Instituto Profesional;Técnico Laboratorista Dental;2do año;2015;2017;s/i
2021-2022;124;Agropecuaria;Instituto Profesional;Técnico Veterinario;2do año;2015;2017;0.44324324324324327
2021-2022;125;Salud;Instituto Profesional;Terapia Ocupacional;2do año;2015;2017;s/i
2021-2022;126;Ciencias Sociales;Instituto Profesional;Trabajo Social;2do año;2015;2017;0.7736720554272517
2021-2022;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;2do año;2016;2018;0.7142857142857143
2021-2022;2;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;2do año;2016;2018;0.5707070707070707
2021-2022;3;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;2do año;2016;2018;0.49158653846153844
2021-2022;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;2do año;2016;2018;0.35410764872521244
2021-2022;5;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;2do año;2016;2018;0.6015037593984962
2021-2022;6;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;2do año;2016;2018;0.7818731117824773
2021-2022;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2do año;2016;2018;0.726775956284153
2021-2022;8;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;2do año;2016;2018;s/i
2021-2022;9;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;2do año;2016;2018;0.75
2021-2022;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;2do año;2016;2018;0.9136690647482014
2021-2022;11;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;2do año;2016;2018;0.7216494845360825
2021-2022;12;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;2do año;2016;2018;0.7664233576642335
2021-2022;13;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;2do año;2016;2018;0.8333333333333334
2021-2022;14;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;2do año;2016;2018;0.6259541984732825
2021-2022;15;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;2do año;2016;2018;0.7555555555555555
2021-2022;16;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2do año;2016;2018;0.43655913978494626
2021-2022;17;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2do año;2016;2018;0.7779310344827586
2021-2022;18;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2do año;2016;2018;0.7906976744186046
2021-2022;19;Salud;Centro de Formación Técnica;Técnico en Enfermería;2do año;2016;2018;0.6755634638196916
2021-2022;20;Salud;Centro de Formación Técnica;Técnico en Farmacia;2do año;2016;2018;0.8089887640449438
2021-2022;21;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;2do año;2016;2018;0.45101214574898785
2021-2022;22;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2do año;2016;2018;0.8448275862068966
2021-2022;23;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;2do año;2016;2018;0.617816091954023
2021-2022;24;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;2do año;2016;2018;0.8351648351648352
2021-2022;25;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;2do año;2016;2018;0.7761332099907493
2021-2022;26;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;2do año;2016;2018;0.7117117117117117
2021-2022;27;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;2do año;2016;2018;0.8333333333333334
2021-2022;28;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;2do año;2016;2018;0.7008547008547008
2021-2022;29;Salud;Centro de Formación Técnica;Técnico en Podología;2do año;2016;2018;0.4968944099378882
2021-2022;30;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;2do año;2016;2018;0.5517475398710553
2021-2022;31;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;2do año;2016;2018;0.7870370370370371
2021-2022;32;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2do año;2016;2018;0.5689655172413793
2021-2022;33;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);2do año;2016;2018;0.860655737704918
2021-2022;34;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;2do año;2016;2018;0.7954545454545454
2021-2022;35;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;2do año;2016;2018;0.8513513513513513
2021-2022;36;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;2do año;2016;2018;0.4808510638297872
2021-2022;37;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;2do año;2016;2018;0.7585227272727273
2021-2022;38;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2do año;2016;2018;0.4909090909090909
2021-2022;39;Tecnología;Centro de Formación Técnica;Técnico en Topografía;2do año;2016;2018;0.6961538461538461
2021-2022;40;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;2do año;2016;2018;0.5093457943925234
2021-2022;41;Derecho;Centro de Formación Técnica;Técnico Jurídico;2do año;2016;2018;0.6363636363636364
2021-2022;42;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;2do año;2016;2018;0.4318181818181818
2021-2022;43;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;2do año;2016;2018;0.5172413793103449
2021-2022;44;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;2do año;2016;2018;0.8394698085419735
2021-2022;45;Administración y Comercio;Instituto Profesional;Administración Gastronómica;2do año;2016;2018;0.5339366515837104
2021-2022;46;Ciencias Sociales;Instituto Profesional;Administración Pública;2do año;2016;2018;0.9962962962962963
2021-2022;47;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;2do año;2016;2018;0.5841584158415841
2021-2022;48;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;2do año;2016;2018;0.5914893617021276
2021-2022;49;Tecnología;Instituto Profesional;Construcción Civil;2do año;2016;2018;0.8115015974440895
2021-2022;50;Administración y Comercio;Instituto Profesional;Contador Auditor;2do año;2016;2018;0.8809368900455433
2021-2022;51;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;2do año;2016;2018;0.5373134328358209
2021-2022;52;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;2do año;2016;2018;0.4778761061946903
2021-2022;53;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;2do año;2016;2018;0.5878787878787879
2021-2022;54;Tecnología;Instituto Profesional;Diseño Industrial;2do año;2016;2018;0.625
2021-2022;55;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;2do año;2016;2018;0.7002724795640327
2021-2022;56;Tecnología;Instituto Profesional;Ingeniería en Automatización, Instrumentación y Control;2do año;2016;2018;s/i
2021-2022;57;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;2do año;2016;2018;0.8590308370044053
2021-2022;58;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;2do año;2016;2018;0.8986880466472303
2021-2022;59;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;2do año;2016;2018;0.9302721088435374
2021-2022;60;Tecnología;Instituto Profesional;Ingeniería en Construcción;2do año;2016;2018;0.7894736842105263
2021-2022;61;Tecnología;Instituto Profesional;Ingeniería en Electricidad;2do año;2016;2018;0.890295358649789
2021-2022;62;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;2do año;2016;2018;0.9222222222222223
2021-2022;63;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;2do año;2016;2018;0.8666666666666667
2021-2022;64;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;2do año;2016;2018;0.9316239316239316
2021-2022;65;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;2do año;2016;2018;0.7650602409638554
2021-2022;66;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;2do año;2016;2018;0.8272450532724506
2021-2022;67;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;2do año;2016;2018;0.6857142857142857
