per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;anio_base_tit;dur_formal_carr;dur_real_carr
2024-2025;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2023;6;7.157894736842103
2024-2025;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2023;4.772432932469935;6.739130434782608
2024-2025;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2023;5.022610075366918;6.10591035303451
2024-2025;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2023;5.039321511179645;6.307632999228989
2024-2025;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2023;5.01556420233463;6.343709468223087
2024-2025;7;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;2023;5;7.100000000000002
2024-2025;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2023;4.467967479674797;6.414959349593496
2024-2025;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2023;5.203342618384401;6.019498607242341
2024-2025;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2023;s/i;s/i
2024-2025;14;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2023;5;5.784982935153582
2024-2025;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2023;4.547085201793722;7.448430493273543
2024-2025;19;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2023;4.657618213660245;7.503502626970228
2024-2025;22;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2023;4.521400778210117;6.976653696498054
2024-2025;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2023;4.560913705583756;6.42766497461929
2024-2025;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2023;5;7.203079884504331
2024-2025;29;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2023;4.994594594594594;7.301621621621622
2024-2025;31;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2023;4.012987012987013;6.974025974025974
2024-2025;33;Salud;Centros de Formación Técnica;Técnico en Enfermería;2023;5.041990049751244;6.380298507462687
2024-2025;34;Salud;Centros de Formación Técnica;Técnico en Farmacia;2023;4.991071428571429;6.145833333333333
2024-2025;36;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2023;4.29327731092437;6.7936974789915965
2024-2025;37;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2023;5;7.914285714285715
2024-2025;39;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2023;4.329588014981273;8.344569288389513
2024-2025;40;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2023;5;6.52928870292887
2024-2025;41;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2023;4.562173458725183;6.010449320794148
2024-2025;42;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2023;4.273411371237458;7.223244147157191
2024-2025;44;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2023;4.046018614270941;7.366597724922441
2024-2025;45;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2023;4.97029702970297;6.5049504950495045
2024-2025;47;Tecnología;Centros de Formación Técnica;Técnico en Metalurgia;2023;4;7.3076923076923075
2024-2025;48;Tecnología;Centros de Formación Técnica;Técnico en Minería;2023;4.434782608695652;7.292490118577075
2024-2025;51;Salud;Centros de Formación Técnica;Técnico en Podología;2023;5;6.644128113879007
2024-2025;52;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2023;4.192592592592592;9.718518518518518
2024-2025;53;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2023;4.2;5.88
2024-2025;54;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2023;4;9.2
2024-2025;55;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2023;5.369047619047619;10.035714285714281
2024-2025;56;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2023;5;5.461538461538462
2024-2025;57;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2023;4.044776119402985;8.01492537313433
2024-2025;59;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2023;5;5.669623059866963
2024-2025;60;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2023;4;8.138297872340425
2024-2025;62;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2023;4.504643962848297;7.897832817337463
2024-2025;64;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2023;4.450762829403606;7.149791955617197
2024-2025;66;Derecho;Centros de Formación Técnica;Técnico Jurídico;2023;5;6.491803278688525
2024-2025;67;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2023;5;6.521739130434781
2024-2025;68;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;2023;5;6.311649016641451
2024-2025;70;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2023;8.056397035127295;10.28198517563648
2024-2025;71;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2023;8;10.625000000000002
2024-2025;72;Ciencias Sociales;Institutos Profesionales;Administración Pública;2023;8.02803738317757;8.992990654205608
2024-2025;73;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2023;8;9.749240121580538
2024-2025;74;Arte y Arquitectura;Institutos Profesionales;Animación Digital;2023;8;10.20731707317073
2024-2025;75;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2023;8;9.584905660377359
2024-2025;76;Tecnología;Institutos Profesionales;Construcción Civil;2023;8.017460317460317;11.692857142857147
2024-2025;77;Administración y Comercio;Institutos Profesionales;Contador Auditor;2023;8.178531073446328;10.0045197740113
2024-2025;78;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2023;8;10.06666666666665
2024-2025;79;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2023;7.95260663507109;9.97156398104267
2024-2025;80;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2023;8;9.96086956521739
2024-2025;81;Tecnología;Institutos Profesionales;Diseño Industrial;2023;8;10.242990654205611
2024-2025;82;Salud;Institutos Profesionales;Fonoaudiología;2023;10;13.107344632768392
2024-2025;84;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2023;8;10.280060882800605
2024-2025;87;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2023;8;10.336134453781517
2024-2025;88;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2023;8.026785714285714;9.848214285714288
2024-2025;89;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2023;8.0016155088853;10.194399569197628
2024-2025;90;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2023;8.018181818181818;9.920661157024796
2024-2025;91;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2023;8.120737327188941;10.624884792626716
2024-2025;93;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2023;8;10.96937799043062
2024-2025;96;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2023;8.321381142098273;9.64143426294821
2024-2025;97;Ciencias Básicas;Institutos Profesionales;Ingeniería en Geomensura y Cartografía;2023;8.02;11.926666666666678
2024-2025;98;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2023;8;9.421276595744681
2024-2025;100;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2023;8.01862464183381;9.45702005730659
2024-2025;101;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2023;8;9.802197802197803
2024-2025;103;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2023;8;10.687950937950943
2024-2025;104;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2023;8;9.87878787878789
2024-2025;105;Tecnología;Institutos Profesionales;Ingeniería en Metalurgia;2023;8;11.226190476190462
2024-2025;106;Tecnología;Institutos Profesionales;Ingeniería en Minas;2023;8;12.24549549549549
2024-2025;107;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2023;8.001153402537486;11.92156862745098
2024-2025;108;Tecnología;Institutos Profesionales;Ingeniería en Química;2023;8;10.744360902255647
2024-2025;109;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2023;8.010903426791277;9.73909657320872
2024-2025;110;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2023;8;10.670329670329682
2024-2025;111;Administración y Comercio;Institutos Profesionales;Ingeniería en Seguridad Privada;2023;8;8.860714285714286
2024-2025;112;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2023;8;10.199999999999998
2024-2025;113;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2023;8;11.15264797507789
2024-2025;114;Tecnología;Institutos Profesionales;Ingeniería Industrial;2023;8.015113350125944;9.564231738035264
2024-2025;116;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2023;8;11.18156028368794
2024-2025;117;Salud;Institutos Profesionales;Kinesiología;2023;10;12.801418439716311
2024-2025;118;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2023;8.919354838709678;10.870967741935482
2024-2025;120;Educación;Institutos Profesionales;Psicopedagogía;2023;8.032889584964762;9.408770555990602
2024-2025;121;Ciencias Sociales;Institutos Profesionales;Publicidad;2023;8;9.58260869565218
2024-2025;123;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2023;8;9.556122448979595
2024-2025;124;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2023;4.753623188405797;6.681159420289855
2024-2025;125;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2023;4.721645201495638;5.936019941836311
2024-2025;126;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2023;4.677892918825561;6.04749568221071
2024-2025;127;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2023;4.98232044198895;5.67292817679558
2024-2025;128;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2023;4.852727272727273;6.25030303030303
2024-2025;129;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2023;4.890532544378698;6.1923076923076925
2024-2025;130;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2023;4.753191489361702;6.493617021276596
2024-2025;133;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2023;4.833667334669339;6.789579158316634
2024-2025;134;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;2023;4.690635451505017;6.088628762541806
2024-2025;135;Tecnología;Institutos Profesionales;Técnico en Alimentos;2023;5;6.512820512820511
2024-2025;139;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2023;4.780730897009967;6.41860465116279
2024-2025;140;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2023;4.948682385575589;6.494452149791956
2024-2025;141;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2023;4.979057591623037;6.9319371727748695
2024-2025;143;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2023;4.88829215896885;6.7873254564983885
2024-2025;144;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2023;4.775922671353252;6.423550087873463
2024-2025;145;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2023;5;7.190763052208835
2024-2025;146;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2023;4.683195592286501;6.515151515151516
