per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;anio_base_tit;dur_formal_carr;dur_real_carr
2020-2021;81;Salud;Instituto Profesional;Nutrición y Dietética;2019;9.63;12.11
2020-2021;82;Educación;Instituto Profesional;Pedagogía en Educación de Párvulos;2019;8.18;14.59
2020-2021;83;Educación;Instituto Profesional;Pedagogía en Educación Diferencial;2019;8.76;14.73
2020-2021;84;Educación;Instituto Profesional;Pedagogía en Idiomas;2019;9.23;14.68
2020-2021;85;Educación;Instituto Profesional;Psicopedagogía;2019;8.17;9.61
2020-2021;86;Ciencias Sociales;Instituto Profesional;Publicidad;2019;8;9.69
2020-2021;87;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;2019;8;9.62
2020-2021;88;Agropecuaria;Instituto Profesional;Técnico Agropecuario;2019;5;6.19
2020-2021;89;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;2019;4.93;5.45
2020-2021;90;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;2019;4.76;5.4
2020-2021;91;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;2019;4.96;5.6
2020-2021;92;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;2019;4.96;5.95
2020-2021;93;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;2019;4.96;5.98
2020-2021;94;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;2019;5.1;6.94
2020-2021;95;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;2019;5;5.81
2020-2021;96;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;2019;4.84;6.07
2020-2021;97;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;2019;5;6.6
2020-2021;98;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;2019;4.95;5.76
2020-2021;99;Tecnología;Instituto Profesional;Técnico en Computación e Informática;2019;5.24;7.15
2020-2021;100;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;2019;4.71;6.48
2020-2021;101;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;2019;4.93;6.32
2020-2021;102;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;2019;4.99;6.28
2020-2021;103;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;2019;5;5.83
2020-2021;104;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;2019;5.03;6.24
2020-2021;105;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;2019;5;6.64
2020-2021;106;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;2019;5;6.78
2020-2021;107;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2019;4.71;6.16
2020-2021;108;Tecnología;Instituto Profesional;Técnico en Electromecánica;2019;4.72;6.22
2020-2021;109;Salud;Instituto Profesional;Técnico en Enfermería;2019;5.01;5.91
2020-2021;110;Arte y Arquitectura;Instituto Profesional;Técnico en Fotografía;2019;4.14;5.52
2020-2021;111;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2019;5.03;6
2020-2021;112;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2019;4.71;5.95
2020-2021;113;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2019;5;5.78
2020-2021;114;Administración y Comercio;Instituto Profesional;Técnico en Logística;2019;4.91;5.86
2020-2021;115;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2019;4.82;6.51
2020-2021;116;Salud;Instituto Profesional;Técnico en Masoterapia;2019;4.98;6.01
2020-2021;117;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2019;4.93;6.45
2020-2021;118;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2019;5;5.65
2020-2021;119;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2019;4.96;7.15
2020-2021;120;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2019;4.9;5.83
2020-2021;121;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2019;5;5.99
2020-2021;122;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2019;4.99;5.94
2020-2021;123;Tecnología;Instituto Profesional;Técnico en Sonido;2019;4.93;6.61
2020-2021;124;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2019;5;7.34
2020-2021;125;Tecnología;Instituto Profesional;Técnico en Topografía;2019;4.94;6.47
2020-2021;126;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;2019;5.44;7.15
2020-2021;127;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2019;5;5.93
2020-2021;128;Derecho;Instituto Profesional;Técnico Jurídico;2019;5;5.89
2020-2021;129;Salud;Instituto Profesional;Técnico Laboratorista Dental;2019;5;5.65
2020-2021;130;Agropecuaria;Instituto Profesional;Técnico Veterinario;2019;5;6.41
2020-2021;131;Salud;Instituto Profesional;Terapia Ocupacional;2019;10;11.55
2020-2021;132;Ciencias Sociales;Instituto Profesional;Trabajo Social;2019;8.06;10.05
2019-2020;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2018;6.20588235294118;7.053921568627451
2019-2020;2;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2018;5;7
2019-2020;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2018;5.095430107526882;6.717741935483871
2019-2020;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2018;5.154397705544933;5.9760994263862335
2019-2020;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2018;5.043996333638863;6.292392300641613
2019-2020;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2018;5.199612403100775;6.348837209302324
2019-2020;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2018;4.63863976083707;6.296337817638266
2019-2020;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2018;5;6.353479853479853
2019-2020;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2018;5.130434782608695;7.739130434782608
2019-2020;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2018;5;5.630769230769227
2019-2020;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2018;5;7.096153846153846
2019-2020;12;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2018;5;6.040229885057474
2019-2020;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2018;4.6124401913875595;6.5119617224880395
2019-2020;14;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2018;5.06;7.411111111111111
2019-2020;15;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2018;4.9069462647444295;6.8086500655307995
2019-2020;16;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2018;4.676898222940226;6.386106623586429
2019-2020;17;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2018;5.001451378809869;6.7445573294629915
2019-2020;18;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2018;4.409090909090909;8.409090909090908
2019-2020;19;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2018;4.83704572098476;6.9237983587338805
2019-2020;20;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2018;4.3652173913043475;7.217391304347826
2019-2020;21;Salud;Centros de Formación Técnica;Técnico en Enfermería;2018;5.146922428330523;6.537942664418212
2019-2020;22;Salud;Centros de Formación Técnica;Técnico en Farmacia;2018;5.275510204081633;6.091836734693878
2019-2020;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2018;4.363778705636744;6.507828810020877
2019-2020;24;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2018;5;8.621621621621625
2019-2020;25;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2018;4.390374331550802;6.887700534759358
2019-2020;26;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2018;4.772020725388601;6.336787564766841
2019-2020;27;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2018;4.583173996175908;5.8470363288718925
2019-2020;28;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2018;4.21057985757884;6.479145473041709
2019-2020;29;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2018;4.0127287191726335;6.925218774860779
2019-2020;30;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2018;4.848484848484849;6.324675324675325
2019-2020;31;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2018;4.724867724867725;7.328042328042328
2019-2020;32;Salud;Centros de Formación Técnica;Técnico en Podología;2018;5.113074204946996;6.4416961130742045
2019-2020;33;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2018;4.67190332326284;7.974018126888217
2019-2020;34;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2018;4.471264367816092;5.448275862068967
2019-2020;35;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2018;4.253521126760563;6.507042253521126
2019-2020;36;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2018;5.276119402985074;7.865671641791045
2019-2020;37;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2018;6;6.682926829268292
2019-2020;38;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2018;4.227848101265823;6.2025316455696204
2019-2020;39;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2018;5.478378378378379;5.981081081081081
2019-2020;40;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2018;4.094861660079052;7.027667984189724
2019-2020;41;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2018;5.0873362445414845;5.947598253275109
2019-2020;42;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2018;4.7712765957446805;7.24468085106383
2019-2020;43;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2018;4.370535714285714;6.578125000000001
2019-2020;44;Derecho;Centros de Formación Técnica;Técnico Jurídico;2018;5;6.869888475836431
2019-2020;45;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2018;5;6.394736842105263
2019-2020;46;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;2018;5;6.465384615384614
2019-2020;47;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2018;8;9.906250000000023
2019-2020;48;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2018;8.03977625854568;10.043194530764447
2019-2020;49;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2018;8;10.833333333333348
2019-2020;50;Ciencias Sociales;Institutos Profesionales;Administración Pública;2018;8;9.96707818930041
2019-2020;51;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2018;8.025188916876575;10.41057934508816
2019-2020;52;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2018;8;11.037220843672465
2019-2020;53;Tecnología;Institutos Profesionales;Construcción Civil;2018;8.133706965572458;10.365092073658927
2019-2020;54;Administración y Comercio;Institutos Profesionales;Contador Auditor;2018;8.16989485334809;10.387935805201991
2019-2020;55;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2018;8;13.23333333333334
2019-2020;56;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2018;7.797752808988764;10.825842696629213
2019-2020;57;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2018;8;10.933333333333342
2019-2020;58;Tecnología;Institutos Profesionales;Diseño Industrial;2018;8;12.368000000000025
2019-2020;59;Arte y Arquitectura;Institutos Profesionales;Fotografía;2018;8;10.127906976744182
2019-2020;60;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2018;8;10.290909090909084
2019-2020;61;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2018;8.051383399209486;10.608695652173909
2019-2020;62;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2018;8.018518518518519;11.187600644122385
2019-2020;63;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2018;8;10.736111111111107
2019-2020;64;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2018;8.997350993377484;11.867549668874187
2019-2020;65;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2018;8.005514705882353;11.209558823529427
2019-2020;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2018;8.715;11.55
2019-2020;67;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2018;8.106060606060606;9.280303030303031
2019-2020;68;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2018;8.030150753768844;10.72864321608041
2019-2020;69;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2018;8.008298755186722;10.701244813278013
2019-2020;70;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2018;8.003858520900321;11.050803858520897
2019-2020;71;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2018;8;10.959999999999988
2019-2020;72;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2018;8.00196463654224;10.817288801571708
2019-2020;73;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2018;8.033369447453955;10.437486457204766
2019-2020;74;Tecnología;Institutos Profesionales;Ingeniería en Química;2018;8;11.19230769230771
2019-2020;75;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2018;8.001591089896579;10.262529832935567
2019-2020;76;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2018;8;11.324324324324321
2019-2020;77;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2018;8;10.92647058823528
2019-2020;78;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2018;8;11.231707317073177
2019-2020;79;Tecnología;Institutos Profesionales;Ingeniería Industrial;2018;8.322368421052632;9.55921052631579
2019-2020;80;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2018;8;11.119363395225465
2019-2020;81;Salud;Institutos Profesionales;Kinesiología;2018;9.967479674796747;13.99186991869918
2019-2020;82;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2018;9.354545454545455;11.618181818181814
2019-2020;83;Salud;Institutos Profesionales;Nutrición y Dietética;2018;9.521212121212121;11.654545454545458
2019-2020;84;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2018;8.285714285714286;13.714285714285712
2019-2020;85;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2018;8.22707423580786;11.467248908296945
2019-2020;86;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2018;8.219780219780219;11.956043956043963
2019-2020;87;Educación;Institutos Profesionales;Pedagogía en Idiomas;2018;9.2;13.4888888888889
2019-2020;88;Educación;Institutos Profesionales;Psicopedagogía;2018;8.173942243116185;9.572867696440564
2019-2020;89;Ciencias Sociales;Institutos Profesionales;Publicidad;2018;8.003194888178914;10.188498402555911
2019-2020;90;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2018;8;9.623966942148762
2019-2020;91;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2018;5;6.396039603960396
2019-2020;92;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2018;4.70390625;5.525390625
2019-2020;93;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2018;4.673996175908222;5.593690248565966
2019-2020;94;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2018;4.9765853658536585;6.03609756097561
2019-2020;95;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2018;4.907320872274143;6.051207165109035
2019-2020;96;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2018;4.9888059701492535;6.946828358208955
2019-2020;97;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2018;5.082978723404255;7.263829787234043
2019-2020;98;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2018;5;6.23404255319149
2019-2020;99;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2018;4.759345794392523;6.671728971962618
2019-2020;100;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2018;5;6.373493975903612
2019-2020;101;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2018;4.969072164948454;6.632302405498282
2019-2020;102;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2018;5.169989506820567;7.503672612801679
2019-2020;103;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2018;4.691318327974277;7.090032154340836
2019-2020;104;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2018;4.883056478405315;6.906312292358804
2019-2020;105;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2018;4.943697478991597;6.190756302521006
2019-2020;106;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2018;5;7.059299191374663
2019-2020;107;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2018;4.947416974169742;6.635608856088561
2019-2020;108;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2018;5;7.500000000000001
2019-2020;109;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2018;5;7.165517241379311
2019-2020;110;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2018;4.782178217821782;6.964796479647965
2019-2020;111;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2018;4.8318042813455655;7.443425076452598
2019-2020;112;Salud;Institutos Profesionales;Técnico en Enfermería;2018;5.010324983073798;6.087339201083278
2019-2020;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2018;4.122950819672131;6.491803278688525
2019-2020;114;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2018;4.998130841121496;6.65607476635514
2019-2020;115;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2018;4.6;5.862068965517242
2019-2020;116;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2018;5;6.855595667870034
2019-2020;117;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2018;4.626953125;6.87109375
2019-2020;118;Tecnología;Institutos Profesionales;Técnico en Mantenimiento Industrial;2018;4.7155688622754495;6.892215568862276
2019-2020;119;Salud;Institutos Profesionales;Técnico en Masoterapia;2018;5;5.740053050397878
2019-2020;120;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2018;4.902309058614565;7.202486678507993
2019-2020;121;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2018;5;5.4672897196261685
2019-2020;122;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2018;4.888836552048987;7.138954309938766
2019-2020;123;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2018;5;7.818181818181816
2019-2020;124;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2018;4.840336134453781;7.714285714285713
2019-2020;125;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2018;5;6.035532994923858
2019-2020;126;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2018;4.988105726872247;5.9973568281938325
2019-2020;127;Tecnología;Institutos Profesionales;Técnico en Sonido;2018;4.9411764705882355;7.203921568627451
2019-2020;128;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2018;5;8.142857142857142
2019-2020;129;Salud;Institutos Profesionales;Técnico en Terapias Naturales y Naturopatía;2018;5;7.307692307692308
2019-2020;130;Tecnología;Institutos Profesionales;Técnico en Topografía;2018;4.996587030716723;6.42320819112628
2019-2020;131;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2018;5.54320987654321;6.74074074074074
2019-2020;132;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2018;4.991279069767442;6.4811046511627906
2019-2020;133;Derecho;Institutos Profesionales;Técnico Jurídico;2018;5;5.967741935483871
2019-2020;134;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2018;5;5.4335664335664315
2019-2020;135;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2018;5;7.106382978723404
2019-2020;136;Salud;Institutos Profesionales;Terapia Ocupacional;2018;9.873417721518987;11.677215189873388
2019-2020;137;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2018;8.004418262150221;9.940353460972016
2019-2020;138;Humanidades;Institutos Profesionales;Traducción e Interpretación;2018;9;10.100000000000012
2018-2019;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2017;6.03125;7.075892857142855
2018-2019;2;Administración y Comercio;Centros de Formación Técnica;Secretariado Ejecutivo;2017;5;5.950000000000002
2018-2019;3;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2017;5;7.488372093023256
2018-2019;4;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2017;4.844181459566075;6.617357001972387
2018-2019;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2017;5.166855845629966;6.053916004540295
2018-2019;6;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2017;5.022396416573348;6.2922732362821945
2018-2019;7;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2017;5.148897058823529;6.259191176470588
2018-2019;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2017;4.644951140065147;5.971091205211726
2018-2019;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2017;5;5.688775510204081
2018-2019;10;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2017;5.08130081300813;6.43089430894309
2018-2019;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2017;4.925925925925926;6.086419753086421
2018-2019;12;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2017;5;5.838709677419355
2018-2019;13;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2017;5;5.853846153846152
2018-2019;14;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;2017;5.870967741935484;7.096774193548387
2018-2019;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2017;4.65017667844523;5.957597173144877
2018-2019;16;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2017;5.126262626262626;7.4772727272727275
2018-2019;17;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2017;4.917733089579524;6.7714808043875685
2018-2019;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2017;4.678260869565217;5.8869565217391315
2018-2019;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;2017;5;5.671532846715325
2018-2019;20;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2017;5.005703422053232;6.8745247148288975
2018-2019;21;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2017;4.077922077922078;7.714285714285717
2018-2019;22;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2017;4.839838492597577;6.928667563930015
2018-2019;23;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2017;4.460176991150442;6.6991150442477885
2018-2019;24;Salud;Centros de Formación Técnica;Técnico en Enfermería;2017;5.162943176299175;6.4247207382224385
2018-2019;25;Salud;Centros de Formación Técnica;Técnico en Farmacia;2017;5.285714285714286;5.919642857142859
2018-2019;26;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2017;4.3133228014744605;6.078988941548183
2018-2019;27;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2017;5.076923076923077;7.871794871794871
2018-2019;28;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;2017;4.055555555555555;7
2018-2019;29;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2017;4.358050847457627;6.705508474576271
2018-2019;30;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2017;4.708439897698209;6.163682864450128
2018-2019;31;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2017;4.690721649484536;5.605670103092782
2018-2019;32;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2017;4.261078998073217;6.123314065510597
2018-2019;33;Salud;Centros de Formación Técnica;Técnico en Masoterapia;2017;5.627450980392157;6.196078431372551
2018-2019;34;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2017;4.06328125;6.65234375
2018-2019;35;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2017;5.041666666666667;6.969696969696971
2018-2019;36;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2017;4.8520408163265305;6.709183673469388
2018-2019;37;Salud;Centros de Formación Técnica;Técnico en Podología;2017;5.122516556291391;6.23841059602649
2018-2019;38;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2017;4.6663590216889705;7.063682510383018
2018-2019;39;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2017;4.247311827956989;5.967741935483872
2018-2019;40;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2017;4.097560975609756;6.109756097560975
2018-2019;41;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2017;5.2272727272727275;7.357142857142857
2018-2019;42;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2017;6;5.634615384615385
2018-2019;43;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2017;4.09433962264151;6.622641509433962
2018-2019;44;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2017;5.463414634146342;5.753658536585367
2018-2019;45;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2017;4.0638297872340425;6.774468085106384
2018-2019;46;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2017;5.099173553719008;6.495867768595041
2018-2019;47;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2017;4.740625;6.634375
2018-2019;48;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2017;4.615606936416185;6.086705202312139
2018-2019;49;Derecho;Centros de Formación Técnica;Técnico Jurídico;2017;5;6.553191489361702
2018-2019;50;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2017;5;6.335526315789474
2018-2019;51;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2017;7.990291262135922;9.815533980582526
2018-2019;52;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2017;8.024669603524229;9.891189427312773
2018-2019;53;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2017;8;10.629156010230181
2018-2019;54;Ciencias Sociales;Institutos Profesionales;Administración Pública;2017;8;7.8877551020408205
2018-2019;55;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2017;8.014492753623188;9.775362318840578
2018-2019;56;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2017;8;10.089928057553958
2018-2019;57;Tecnología;Institutos Profesionales;Construcción Civil;2017;8.117773019271949;10.288008565310493
2018-2019;58;Administración y Comercio;Institutos Profesionales;Contador Auditor;2017;8.203216374269006;10.160818713450293
